,code,name,pre_close,value,volunit,decimal_point,type,kind,market,type2,py
0,,,,,,,,,1,10,
1,881240,其他生物,906.5800170898438,,100.0,2.0,指数板块,板块,1,0,QTSW
2,881241,医疗器械,908.2899780273438,,100.0,2.0,指数板块,板块,1,0,YLQX
3,881242,家用器械,1228.75,,100.0,2.0,指数板块,板块,1,0,JYQX
4,881243,医疗设备,925.7000122070312,,100.0,2.0,指数板块,板块,1,0,YLSB
5,881244,医疗耗材,778.2100219726562,,100.0,2.0,指数板块,板块,1,0,YLHC
6,881245,体外诊断,1031.699951171875,,100.0,2.0,指数板块,板块,1,0,TWZD
7,881246,制药装备,648.8900146484375,,100.0,2.0,指数板块,板块,1,0,ZYZB
8,881247,医疗服务,730.25,,100.0,2.0,指数板块,板块,1,0,YLFW
9,881248,诊断服务,771.719970703125,,100.0,2.0,指数板块,板块,1,0,ZDFW
10,881249,医疗研发,631.510009765625,,100.0,2.0,指数板块,板块,1,0,YLYF
11,881250,医院,968.1400146484375,,100.0,2.0,指数板块,板块,1,0,YY
12,881251,其他医疗,775.77001953125,,100.0,2.0,指数板块,板块,1,0,QTYL
13,881252,医药商业,1098.5899658203125,,100.0,2.0,指数板块,板块,1,0,YYSY
14,881253,医药流通,1054.0699462890625,,100.0,2.0,指数板块,板块,1,0,YYLT
15,881254,线下药店,1214.4100341796875,,100.0,2.0,指数板块,板块,1,0,XXYD
16,881256,中药,1018.97998046875,,100.0,2.0,指数板块,板块,1,0,ZY
17,881257,医疗美容,981.739990234375,,100.0,2.0,指数板块,板块,1,0,YLMR
18,881258,医美耗材,1021.3499755859375,,100.0,2.0,指数板块,板块,1,0,YMHC
19,881260,电力设备,764.3400268554688,,100.0,2.0,指数板块,板块,1,0,DLSB
20,881261,电机制造,795.6599731445312,,100.0,2.0,指数板块,板块,1,0,DJZZ
21,881262,电池,640.22998046875,,100.0,2.0,指数板块,板块,1,0,DC
22,881263,锂电池,656.3599853515625,,100.0,2.0,指数板块,板块,1,0,LDC
23,881264,电池化学,615.5599975585938,,100.0,2.0,指数板块,板块,1,0,DCHX
24,881265,锂电设备,564.239990234375,,100.0,2.0,指数板块,板块,1,0,LDSB
25,881266,燃料电池,590.8900146484375,,100.0,2.0,指数板块,板块,1,0,RLDC
26,881267,其他电池,877.719970703125,,100.0,2.0,指数板块,板块,1,0,QTDC
27,881268,电网设备,829.3300170898438,,100.0,2.0,指数板块,板块,1,0,DWSB
28,881269,电工仪器,1225.7099609375,,100.0,2.0,指数板块,板块,1,0,DGYQ
29,881270,电网自动,799.6400146484375,,100.0,2.0,指数板块,板块,1,0,DWZD
30,881271,输变电设,876.780029296875,,100.0,2.0,指数板块,板块,1,0,SBDS
31,881272,配电设备,716.8099975585938,,100.0,2.0,指数板块,板块,1,0,PDSB
32,881273,线缆部件,811.3200073242188,,100.0,2.0,指数板块,板块,1,0,XLBJ
33,881275,光伏设备,906.2100219726562,,100.0,2.0,指数板块,板块,1,0,GFSB
34,881276,光伏硅料,901.3800048828125,,100.0,2.0,指数板块,板块,1,0,GFGL
35,881277,光伏硅片,825.47998046875,,100.0,2.0,指数板块,板块,1,0,GFGP
36,881278,光伏电池,1071.8800048828125,,100.0,2.0,指数板块,板块,1,0,GFDC
37,881279,光伏逆变,925.2100219726562,,100.0,2.0,指数板块,板块,1,0,GFNB
38,881280,光伏辅材,790.3400268554688,,100.0,2.0,指数板块,板块,1,0,GFFC
39,881281,光伏加工,1014.6799926757812,,100.0,2.0,指数板块,板块,1,0,GFJG
40,881282,风电设备,778.510009765625,,100.0,2.0,指数板块,板块,1,0,FDSB
41,881283,风电整机,799.8300170898438,,100.0,2.0,指数板块,板块,1,0,FDZJ
42,881284,风电零部,767.0999755859375,,100.0,2.0,指数板块,板块,1,0,FDLB
43,881285,其它发电,981.1099853515625,,100.0,2.0,指数板块,板块,1,0,QTFD
44,881286,国防军工,810.25,,100.0,2.0,指数板块,板块,1,0,GFJG
45,881287,地面兵装,885.3300170898438,,100.0,2.0,指数板块,板块,1,0,DMBZ
46,881288,航空装备,774.530029296875,,100.0,2.0,指数板块,板块,1,0,HKZB
47,881289,航天装备,906.0499877929688,,100.0,2.0,指数板块,板块,1,0,HTZB
48,881290,航海装备,901.5599975585938,,100.0,2.0,指数板块,板块,1,0,HHZB
49,881291,军工电子,787.22998046875,,100.0,2.0,指数板块,板块,1,0,JGDZ
50,881292,机械设备,902.3599853515625,,100.0,2.0,指数板块,板块,1,0,JXSB
51,881293,轨交设备,910.3200073242188,,100.0,2.0,指数板块,板块,1,0,GJSB
52,881294,通用设备,931.97998046875,,100.0,2.0,指数板块,板块,1,0,TYSB
53,881295,仪器仪表,998.8699951171875,,100.0,2.0,指数板块,板块,1,0,YQYB
54,881296,机床制造,980.0800170898438,,100.0,2.0,指数板块,板块,1,0,JCZZ
55,881297,机械基础,913.1199951171875,,100.0,2.0,指数板块,板块,1,0,JXJC
56,881298,金属制品,1015.6900024414062,,100.0,2.0,指数板块,板块,1,0,JSZP
57,881299,内燃机,796.5599975585938,,100.0,2.0,指数板块,板块,1,0,NRJ
58,881300,制冷空调,967.7899780273438,,100.0,2.0,指数板块,板块,1,0,ZLKT
59,881301,磨具磨料,863.7999877929688,,100.0,2.0,指数板块,板块,1,0,MJML
60,881302,其他通用,833.0999755859375,,100.0,2.0,指数板块,板块,1,0,QTTY
61,881303,专用设备,924.6599731445312,,100.0,2.0,指数板块,板块,1,0,ZYSB
62,881304,能源及重,985.7000122070312,,100.0,2.0,指数板块,板块,1,0,NYJZ
63,881305,印刷包装,847.010009765625,,100.0,2.0,指数板块,板块,1,0,YSBZ
64,881306,纺织服装,854.780029296875,,100.0,2.0,指数板块,板块,1,0,FZFZ
65,881307,农用机械,1069.8599853515625,,100.0,2.0,指数板块,板块,1,0,NYJX
66,881308,楼宇设备,1001.0,,100.0,2.0,指数板块,板块,1,0,LYSB
67,881309,其他专用,898.969970703125,,100.0,2.0,指数板块,板块,1,0,QTZY
68,881310,工程机械,822.6699829101562,,100.0,2.0,指数板块,板块,1,0,GCJX
69,881311,工程机械,830.6099853515625,,100.0,2.0,指数板块,板块,1,0,GCJX
70,881312,工程机械,793.3900146484375,,100.0,2.0,指数板块,板块,1,0,GCJX
71,881313,自动化设,902.239990234375,,100.0,2.0,指数板块,板块,1,0,ZDHS
72,881314,机器人,886.3300170898438,,100.0,2.0,指数板块,板块,1,0,JQR
73,881315,工业控制,1011.280029296875,,100.0,2.0,指数板块,板块,1,0,GYKZ
74,881316,激光设备,672.2999877929688,,100.0,2.0,指数板块,板块,1,0,JGSB
75,881318,电子,734.2899780273438,,100.0,2.0,指数板块,板块,1,0,DZ
76,881319,半导体,688.989990234375,,100.0,2.0,指数板块,板块,1,0,BDT
77,881320,半导体材,779.02001953125,,100.0,2.0,指数板块,板块,1,0,BDTC
78,881321,半导体设,763.6699829101562,,100.0,2.0,指数板块,板块,1,0,BDTS
79,881322,集成电路,639.0,,100.0,2.0,指数板块,板块,1,0,JCDL
80,881323,功率半导,627.6699829101562,,100.0,2.0,指数板块,板块,1,0,GLBD
81,881324,半导体制,765.6199951171875,,100.0,2.0,指数板块,板块,1,0,BDTZ
82,881325,半导体封,809.739990234375,,100.0,2.0,指数板块,板块,1,0,BDTF
83,881326,消费电子,778.469970703125,,100.0,2.0,指数板块,板块,1,0,XFDZ
84,881327,消费电子,773.4000244140625,,100.0,2.0,指数板块,板块,1,0,XFDZ
85,881328,品牌消费,780.3800048828125,,100.0,2.0,指数板块,板块,1,0,PPXF
86,881329,光学光电,756.989990234375,,100.0,2.0,指数板块,板块,1,0,GXGD
87,881330,面板,814.010009765625,,100.0,2.0,指数板块,板块,1,0,MB
88,881331,光学元件,779.7899780273438,,100.0,2.0,指数板块,板块,1,0,GXYJ
89,881332,LED,679.6900024414062,,100.0,2.0,指数板块,板块,1,0,L
90,881333,元器件,776.8099975585938,,100.0,2.0,指数板块,板块,1,0,YQJ
91,881334,PCB,794.77001953125,,100.0,2.0,指数板块,板块,1,0,P
92,881335,被动元件,747.4199829101562,,100.0,2.0,指数板块,板块,1,0,BDYJ
93,881336,其他电子,849.8900146484375,,100.0,2.0,指数板块,板块,1,0,QTDZ
94,881337,通信,990.0700073242188,,100.0,2.0,指数板块,板块,1,0,TX
95,881338,通信设备,900.3599853515625,,100.0,2.0,指数板块,板块,1,0,TXSB
96,881339,光纤光缆,926.8400268554688,,100.0,2.0,指数板块,板块,1,0,GXGL
97,881340,网络接配,919.5900268554688,,100.0,2.0,指数板块,板块,1,0,WLJP
98,881341,系统设备,863.3699951171875,,100.0,2.0,指数板块,板块,1,0,XTSB
99,881342,通信终端,880.469970703125,,100.0,2.0,指数板块,板块,1,0,TXZD
100,881343,其他通信,916.6599731445312,,100.0,2.0,指数板块,板块,1,0,QTTX
101,881344,电信服务,1241.969970703125,,100.0,2.0,指数板块,板块,1,0,DXFW
102,881345,电信运营,1301.989990234375,,100.0,2.0,指数板块,板块,1,0,DXYY
103,881346,电信增值,931.0499877929688,,100.0,2.0,指数板块,板块,1,0,DXZZ
104,881347,通信工程,922.9000244140625,,100.0,2.0,指数板块,板块,1,0,TXGC
105,881348,网络规划,860.0999755859375,,100.0,2.0,指数板块,板块,1,0,WLGH
106,881349,网络工程,1049.1500244140625,,100.0,2.0,指数板块,板块,1,0,WLGC
107,881350,网络优化,914.0700073242188,,100.0,2.0,指数板块,板块,1,0,WLYH
108,881351,计算机,931.6199951171875,,100.0,2.0,指数板块,板块,1,0,JSJ
109,881352,IT设备,863.030029296875,,100.0,2.0,指数板块,板块,1,0,ISB
110,881353,安防设备,794.0599975585938,,100.0,2.0,指数板块,板块,1,0,AFSB
111,881354,其他IT设,952.0700073242188,,100.0,2.0,指数板块,板块,1,0,QTIS
112,881355,软件服务,968.4600219726562,,100.0,2.0,指数板块,板块,1,0,RJFW
113,881356,基础软件,812.0700073242188,,100.0,2.0,指数板块,板块,1,0,JCRJ
114,881357,行业应用,1020.1599731445312,,100.0,2.0,指数板块,板块,1,0,HYYY
115,881358,新兴软件,921.4000244140625,,100.0,2.0,指数板块,板块,1,0,XXRJ
116,881359,云服务,972.7100219726562,,100.0,2.0,指数板块,板块,1,0,YFW
117,881360,云基础设,926.02001953125,,100.0,2.0,指数板块,板块,1,0,YJCS
118,881361,云平台服,947.25,,100.0,2.0,指数板块,板块,1,0,YPTF
119,881362,云软件服,1000.489990234375,,100.0,2.0,指数板块,板块,1,0,YRJF
120,881363,其他云服,1072.81005859375,,100.0,2.0,指数板块,板块,1,0,QTYF
121,881364,产业互联,850.3900146484375,,100.0,2.0,指数板块,板块,1,0,CYHL
122,881365,产联网信,617.1300048828125,,100.0,2.0,指数板块,板块,1,0,CLWX
123,881366,产联网平,1204.9000244140625,,100.0,2.0,指数板块,板块,1,0,CLWP
124,881367,产联网综,1320.699951171875,,100.0,2.0,指数板块,板块,1,0,CLWZ
125,881368,传媒,998.9600219726562,,100.0,2.0,指数板块,板块,1,0,CM
126,881369,游戏,922.6099853515625,,100.0,2.0,指数板块,板块,1,0,YX
127,881370,广告营销,963.760009765625,,100.0,2.0,指数板块,板块,1,0,GGYX
128,881371,互联网广,927.6300048828125,,100.0,2.0,指数板块,板块,1,0,HLWG
129,881372,其他广告,997.0599975585938,,100.0,2.0,指数板块,板块,1,0,QTGG
130,881373,影视院线,993.4500122070312,,100.0,2.0,指数板块,板块,1,0,YSYX
131,881374,影视制作,927.8699951171875,,100.0,2.0,指数板块,板块,1,0,YSZZ
132,881375,发行院线,1081.2099609375,,100.0,2.0,指数板块,板块,1,0,FXYX
133,881376,数字媒体,926.4299926757812,,100.0,2.0,指数板块,板块,1,0,SZMT
134,881377,视频音频,817.4000244140625,,100.0,2.0,指数板块,板块,1,0,SPYP
135,881378,文字图片,1045.8499755859375,,100.0,2.0,指数板块,板块,1,0,WZTP
136,881380,出版业,1155.6700439453125,,100.0,2.0,指数板块,板块,1,0,CBY
137,881381,教育出版,1231.3699951171875,,100.0,2.0,指数板块,板块,1,0,JYCB
138,881382,大众出版,1061.9000244140625,,100.0,2.0,指数板块,板块,1,0,DZCB
139,881383,其他出版,1182.5,,100.0,2.0,指数板块,板块,1,0,QTCB
140,881384,广播电视,1162.010009765625,,100.0,2.0,指数板块,板块,1,0,GBDS
141,881385,银行,972.3599853515625,,100.0,2.0,指数板块,板块,1,0,YH
142,881386,全国性银,968.9299926757812,,100.0,2.0,指数板块,板块,1,0,QGXY
143,881387,国有大型,1049.949951171875,,100.0,2.0,指数板块,板块,1,0,GYDX
144,881388,股份制银,871.239990234375,,100.0,2.0,指数板块,板块,1,0,GFZY
145,881389,地方性银,996.1799926757812,,100.0,2.0,指数板块,板块,1,0,DFXY
146,881390,城商行,1001.5399780273438,,100.0,2.0,指数板块,板块,1,0,CSH
147,881391,农商行,967.8200073242188,,100.0,2.0,指数板块,板块,1,0,NSH
148,881393,非银金融,934.0900268554688,,100.0,2.0,指数板块,板块,1,0,FYJR
149,881394,证券,845.5800170898438,,100.0,2.0,指数板块,板块,1,0,ZQ
150,881395,保险,1075.760009765625,,100.0,2.0,指数板块,板块,1,0,BX
151,881396,多元金融,989.5399780273438,,100.0,2.0,指数板块,板块,1,0,DYJR
152,881397,非货币银,1005.8599853515625,,100.0,2.0,指数板块,板块,1,0,FHBY
153,881398,信托,888.02001953125,,100.0,2.0,指数板块,板块,1,0,XT
154,881399,投资管理,1002.3200073242188,,100.0,2.0,指数板块,板块,1,0,TZGL
155,881400,期货,1015.6699829101562,,100.0,2.0,指数板块,板块,1,0,QH
156,881401,租赁,884.0399780273438,,100.0,2.0,指数板块,板块,1,0,ZL
157,881402,金融控股,1048.510009765625,,100.0,2.0,指数板块,板块,1,0,JRKG
158,881404,其他金融,828.3900146484375,,100.0,2.0,指数板块,板块,1,0,QTJR
159,881405,建筑,1023.8200073242188,,100.0,2.0,指数板块,板块,1,0,JZ
160,881406,房屋建设,1090.93994140625,,100.0,2.0,指数板块,板块,1,0,FWJS
161,881407,基础建设,1065.52001953125,,100.0,2.0,指数板块,板块,1,0,JCJS
162,881408,基建工程,1073.8399658203125,,100.0,2.0,指数板块,板块,1,0,JJGC
163,881409,园林工程,971.719970703125,,100.0,2.0,指数板块,板块,1,0,YLGC
164,881410,专业工程,930.8200073242188,,100.0,2.0,指数板块,板块,1,0,ZYGC
165,881411,化学工程,771.9299926757812,,100.0,2.0,指数板块,板块,1,0,HXGC
166,881412,钢结构,890.7000122070312,,100.0,2.0,指数板块,板块,1,0,GJG
167,881413,国际工程,971.9000244140625,,100.0,2.0,指数板块,板块,1,0,GJGC
168,881414,其他专业,1078.75,,100.0,2.0,指数板块,板块,1,0,QTZY
169,881415,工程咨询,989.8800048828125,,100.0,2.0,指数板块,板块,1,0,GCZX
170,881416,装修装饰,884.6400146484375,,100.0,2.0,指数板块,板块,1,0,ZXZS
171,881417,房地产,964.7899780273438,,100.0,2.0,指数板块,板块,1,0,FDC
172,881418,房地产开,962.1699829101562,,100.0,2.0,指数板块,板块,1,0,FDCK
173,881419,住宅开发,972.6199951171875,,100.0,2.0,指数板块,板块,1,0,ZZKF
174,881420,商业地产,1040.25,,100.0,2.0,指数板块,板块,1,0,SYDC
175,881421,产业地产,816.3200073242188,,100.0,2.0,指数板块,板块,1,0,CYDC
176,881422,房产服务,1045.6800537109375,,100.0,2.0,指数板块,板块,1,0,FCFW
177,881423,物业管理,1158.719970703125,,100.0,2.0,指数板块,板块,1,0,WYGL
178,881424,租赁经纪,936.469970703125,,100.0,2.0,指数板块,板块,1,0,ZLJJ
179,881426,社会服务,1049.949951171875,,100.0,2.0,指数板块,板块,1,0,SHFW
180,881427,体育,708.8699951171875,,100.0,2.0,指数板块,板块,1,0,TY
181,881428,教育培训,939.77001953125,,100.0,2.0,指数板块,板块,1,0,JYPX
182,881429,酒店餐饮,1217.1700439453125,,100.0,2.0,指数板块,板块,1,0,JDCY
183,881430,酒店,1138.010009765625,,100.0,2.0,指数板块,板块,1,0,JD
184,881431,餐饮,2293.570068359375,,100.0,2.0,指数板块,板块,1,0,CY
185,881432,旅游,1158.780029296875,,100.0,2.0,指数板块,板块,1,0,LY
186,881433,旅游景区,1276.6300048828125,,100.0,2.0,指数板块,板块,1,0,LYJQ
187,881434,旅游服务,1005.7100219726562,,100.0,2.0,指数板块,板块,1,0,LYFW
188,881435,休闲综合,1404.4000244140625,,100.0,2.0,指数板块,板块,1,0,XXZH
189,881436,专业服务,876.0700073242188,,100.0,2.0,指数板块,板块,1,0,ZYFW
190,881437,人力资源,833.8099975585938,,100.0,2.0,指数板块,板块,1,0,RLZY
191,881438,检测服务,867.0900268554688,,100.0,2.0,指数板块,板块,1,0,JCFW
192,881439,会展服务,1043.3399658203125,,100.0,2.0,指数板块,板块,1,0,HZFW
193,881440,其他专业,797.219970703125,,100.0,2.0,指数板块,板块,1,0,QTZY
194,881441,交通运输,1067.6300048828125,,100.0,2.0,指数板块,板块,1,0,JTYS
195,881442,公路铁路,1101.699951171875,,100.0,2.0,指数板块,板块,1,0,GLTL
196,881443,铁路运输,1101.469970703125,,100.0,2.0,指数板块,板块,1,0,TLYS
197,881444,高速公路,1115.9300537109375,,100.0,2.0,指数板块,板块,1,0,GSGL
198,881445,公共交通,1112.06005859375,,100.0,2.0,指数板块,板块,1,0,GGJT
199,881446,航空机场,1147.97998046875,,100.0,2.0,指数板块,板块,1,0,HKJC
200,881447,航空运输,1100.9599609375,,100.0,2.0,指数板块,板块,1,0,HKYS
201,881448,机场,1302.300048828125,,100.0,2.0,指数板块,板块,1,0,JC
202,881449,航运港口,1045.7099609375,,100.0,2.0,指数板块,板块,1,0,HYGK
203,881450,港口,1056.9599609375,,100.0,2.0,指数板块,板块,1,0,GK
204,881451,航运,1033.5,,100.0,2.0,指数板块,板块,1,0,HY
205,881452,物流,1000.8499755859375,,100.0,2.0,指数板块,板块,1,0,WL
206,881453,供应链服,1014.9199829101562,,100.0,2.0,指数板块,板块,1,0,GYLF
207,881454,快递,995.7000122070312,,100.0,2.0,指数板块,板块,1,0,KD
208,881455,跨境物流,906.0,,100.0,2.0,指数板块,板块,1,0,KJWL
209,881456,仓储物流,977.0800170898438,,100.0,2.0,指数板块,板块,1,0,CCWL
210,881457,公路货运,1004.8900146484375,,100.0,2.0,指数板块,板块,1,0,GLHY
211,881458,公用事业,997.72998046875,,100.0,2.0,指数板块,板块,1,0,GYSY
212,881459,电力,1011.6300048828125,,100.0,2.0,指数板块,板块,1,0,DL
213,881460,水力发电,1089.4000244140625,,100.0,2.0,指数板块,板块,1,0,SLFD
214,881461,火力发电,1072.2099609375,,100.0,2.0,指数板块,板块,1,0,HLFD
215,881462,热力服务,910.9299926757812,,100.0,2.0,指数板块,板块,1,0,RLFW
216,881463,风力发电,752.2100219726562,,100.0,2.0,指数板块,板块,1,0,FLFD
217,881464,光伏发电,743.1599731445312,,100.0,2.0,指数板块,板块,1,0,GFFD
218,881465,核力发电,894.5,,100.0,2.0,指数板块,板块,1,0,HLFD
219,881466,其他能源,650.989990234375,,100.0,2.0,指数板块,板块,1,0,QTNY
220,881467,燃气,906.1199951171875,,100.0,2.0,指数板块,板块,1,0,RQ
221,881468,水务,916.9099731445312,,100.0,2.0,指数板块,板块,1,0,SW
222,881469,环保,865.9600219726562,,100.0,2.0,指数板块,板块,1,0,HB
223,881470,环保设备,891.5499877929688,,100.0,2.0,指数板块,板块,1,0,HBSB
224,881471,环境治理,847.989990234375,,100.0,2.0,指数板块,板块,1,0,HJZL
225,881472,大气治理,993.47998046875,,100.0,2.0,指数板块,板块,1,0,DQZL
226,881473,水治理,843.260009765625,,100.0,2.0,指数板块,板块,1,0,SZL
227,881474,固废治理,820.5999755859375,,100.0,2.0,指数板块,板块,1,0,GFZL
228,881475,生态修复,777.0999755859375,,100.0,2.0,指数板块,板块,1,0,STXF
229,881476,环境监测,1106.219970703125,,100.0,2.0,指数板块,板块,1,0,HJJC
230,881477,综合,1101.43994140625,,100.0,2.0,指数板块,板块,1,0,ZH
231,881478,综合类,1086.3599853515625,,100.0,2.0,指数板块,板块,1,0,ZHL
232,010303,03国债⑶,100.30999755859375,,10.0,4.0,证券,债券,1,6,0GZ⑶
233,010504,05国债⑷,104.46800231933594,,10.0,4.0,证券,债券,1,6,0GZ⑷
234,010609,06国债⑼,100.0,,10.0,4.0,证券,债券,1,6,0GZ⑼
235,010706,07国债06,100.0,,10.0,4.0,证券,债券,1,6,0GZ0
236,010713,07国债13,100.0,,10.0,4.0,证券,债券,1,6,0GZ1
237,018003,国开1401,119.21199798583984,,10.0,4.0,证券,债券,1,6,GK1
238,018008,国开1802,100.86499786376953,,10.0,4.0,证券,债券,1,6,GK1
239,018009,国开1803,114.31600189208984,,10.0,4.0,证券,债券,1,6,GK1
240,018011,国开2002,101.12000274658203,,10.0,4.0,证券,债券,1,6,GK2
241,018012,国开2003,101.80899810791016,,10.0,4.0,证券,债券,1,6,GK2
242,018014,国开2005,101.1500015258789,,10.0,4.0,证券,债券,1,6,GK2
243,018015,国开2006,107.9990005493164,,10.0,4.0,证券,债券,1,6,GK2
244,018017,国开2007,101.12999725341797,,10.0,4.0,证券,债券,1,6,GK2
245,018018,国开2101,100.92500305175781,,10.0,4.0,证券,债券,1,6,GK2
246,018019,国开2102,99.94999694824219,,10.0,4.0,证券,债券,1,6,GK2
247,018063,进出2101,101.13400268554688,,10.0,4.0,证券,债券,1,6,JC2
248,018064,进出2103,100.0989990234375,,10.0,4.0,证券,债券,1,6,JC2
249,018065,进出2201,99.67900085449219,,10.0,4.0,证券,债券,1,6,JC2
250,018083,农发2001,101.0,,10.0,4.0,证券,债券,1,6,NF2
251,018084,农发2002,103.26000213623047,,10.0,4.0,证券,债券,1,6,NF2
252,018085,农发2301,99.93699645996094,,10.0,4.0,证券,债券,1,6,NF2
253,019003,10国债03,100.0,,10.0,4.0,证券,债券,1,6,1GZ0
254,019009,10国债09,98.80000305175781,,10.0,4.0,证券,债券,1,6,1GZ0
255,019014,10国债14,100.0,,10.0,4.0,证券,债券,1,6,1GZ1
256,019018,10国债18,100.0,,10.0,4.0,证券,债券,1,6,1GZ1
257,019023,10国债23,109.5,,10.0,4.0,证券,债券,1,6,1GZ2
258,019026,10国债26,100.0,,10.0,4.0,证券,债券,1,6,1GZ2
259,019029,10国债29,99.61000061035156,,10.0,4.0,证券,债券,1,6,1GZ2
260,019037,10国债37,100.0,,10.0,4.0,证券,债券,1,6,1GZ3
261,019040,10国债40,100.0,,10.0,4.0,证券,债券,1,6,1GZ4
262,019105,11国债05,113.5,,10.0,4.0,证券,债券,1,6,1GZ0
263,019110,11国债10,113.04000091552734,,10.0,4.0,证券,债券,1,6,1GZ1
264,019112,11国债12,109.80999755859375,,10.0,4.0,证券,债券,1,6,1GZ1
265,019116,11国债16,105.2699966430664,,10.0,4.0,证券,债券,1,6,1GZ1
266,019123,11国债23,108.0999984741211,,10.0,4.0,证券,债券,1,6,1GZ2
267,019206,12国债06,100.0,,10.0,4.0,证券,债券,1,6,1GZ0
268,019208,12国债08,100.0,,10.0,4.0,证券,债券,1,6,1GZ0
269,019212,12国债12,101.94000244140625,,10.0,4.0,证券,债券,1,6,1GZ1
270,019213,12国债13,100.0,,10.0,4.0,证券,债券,1,6,1GZ1
271,019218,12国债18,111.69999694824219,,10.0,4.0,证券,债券,1,6,1GZ1
272,019220,12国债20,100.0,,10.0,4.0,证券,债券,1,6,1GZ2
273,019305,13国债05,101.7300033569336,,10.0,4.0,证券,债券,1,6,1GZ0
274,019309,13国债09,112.11000061035156,,10.0,4.0,证券,债券,1,6,1GZ0
275,019310,13国债10,100.0,,10.0,4.0,证券,债券,1,6,1GZ1
276,019311,13国债11,100.47000122070312,,10.0,4.0,证券,债券,1,6,1GZ1
277,019316,13国债16,116.73999786376953,,10.0,4.0,证券,债券,1,6,1GZ1
278,019318,13国债18,102.47000122070312,,10.0,4.0,证券,债券,1,6,1GZ1
279,019319,13国债19,125.0009994506836,,10.0,4.0,证券,债券,1,6,1GZ1
280,019324,13国债24,100.0,,10.0,4.0,证券,债券,1,6,1GZ2
281,019325,13国债25,121.0,,10.0,4.0,证券,债券,1,6,1GZ2
282,019405,14国债05,103.0,,10.0,4.0,证券,债券,1,6,1GZ0
283,019409,14国债09,100.0,,10.0,4.0,证券,债券,1,6,1GZ0
284,019410,14国债10,100.0,,10.0,4.0,证券,债券,1,6,1GZ1
285,019412,14国债12,107.12999725341797,,10.0,4.0,证券,债券,1,6,1GZ1
286,019416,14国债16,100.0,,10.0,4.0,证券,债券,1,6,1GZ1
287,019417,14国债17,100.0,,10.0,4.0,证券,债券,1,6,1GZ1
288,019421,14国债21,105.94999694824219,,10.0,4.0,证券,债券,1,6,1GZ2
289,019425,14国债25,100.0,,10.0,4.0,证券,债券,1,6,1GZ2
290,019427,14国债27,100.41000366210938,,10.0,4.0,证券,债券,1,6,1GZ2
291,019429,14国债29,103.83000183105469,,10.0,4.0,证券,债券,1,6,1GZ2
292,019505,15国债05,103.43499755859375,,10.0,4.0,证券,债券,1,6,1GZ0
293,019508,15国债08,114.19999694824219,,10.0,4.0,证券,债券,1,6,1GZ0
294,019510,15国债10,117.0,,10.0,4.0,证券,债券,1,6,1GZ1
295,019516,15国债16,103.07499694824219,,10.0,4.0,证券,债券,1,6,1GZ1
296,019517,15国债17,113.25,,10.0,4.0,证券,债券,1,6,1GZ1
297,019521,15国债21,107.6989974975586,,10.0,4.0,证券,债券,1,6,1GZ2
298,019523,15国债23,102.57499694824219,,10.0,4.0,证券,债券,1,6,1GZ2
299,019525,15国债25,100.0,,10.0,4.0,证券,债券,1,6,1GZ2
300,019528,15国债28,112.69999694824219,,10.0,4.0,证券,债券,1,6,1GZ2
301,019532,16国债04,101.45999908447266,,10.0,4.0,证券,债券,1,6,1GZ0
302,019534,16国债06,100.17500305175781,,10.0,4.0,证券,债券,1,6,1GZ0
303,019536,16国债08,103.65299987792969,,10.0,4.0,证券,债券,1,6,1GZ0
304,019538,16国债10,100.58499908447266,,10.0,4.0,证券,债券,1,6,1GZ1
305,019541,16国债13,108.66000366210938,,10.0,4.0,证券,债券,1,6,1GZ1
306,019542,16国债14,101.0250015258789,,10.0,4.0,证券,债券,1,6,1GZ1
307,019545,16国债17,113.5999984741211,,10.0,4.0,证券,债券,1,6,1GZ1
308,019547,16国债19,99.54499816894531,,10.0,4.0,证券,债券,1,6,1GZ1
309,019548,16国债20,100.86199951171875,,10.0,4.0,证券,债券,1,6,1GZ2
310,019551,16国债23,100.5999984741211,,10.0,4.0,证券,债券,1,6,1GZ2
311,019553,16国债25,100.81999969482422,,10.0,4.0,证券,债券,1,6,1GZ2
312,019554,16国债26,103.3949966430664,,10.0,4.0,证券,债券,1,6,1GZ2
313,019558,17国债04,100.27999877929688,,10.0,4.0,证券,债券,1,6,1GZ0
314,019559,17国债05,98.13999938964844,,10.0,4.0,证券,债券,1,6,1GZ0
315,019560,17国债06,101.05999755859375,,10.0,4.0,证券,债券,1,6,1GZ0
316,019564,17国债10,103.5,,10.0,4.0,证券,债券,1,6,1GZ1
317,019565,17国债11,100.0,,10.0,4.0,证券,债券,1,6,1GZ1
318,019567,17国债13,102.8499984741211,,10.0,4.0,证券,债券,1,6,1GZ1
319,019569,17国债15,114.4990005493164,,10.0,4.0,证券,债券,1,6,1GZ1
320,019572,17国债18,104.19999694824219,,10.0,4.0,证券,债券,1,6,1GZ1
321,019575,17国债20,102.59500122070312,,10.0,4.0,证券,债券,1,6,1GZ2
322,019577,17国债22,111.08000183105469,,10.0,4.0,证券,债券,1,6,1GZ2
323,019580,17国债25,105.94999694824219,,10.0,4.0,证券,债券,1,6,1GZ2
324,019581,17国债26,100.0,,10.0,4.0,证券,债券,1,6,1GZ2
