,code,name,pre_close,volunit,decimal_point,value,type,kind,market,type2,py
8203,149368,21DJLQ01,100.77359771728516,10.0,4.0,,证券,债券,0,6,2
8204,149369,21粤电01,100.74120330810547,10.0,4.0,,证券,债券,0,6,2YD0
8205,149370,21润置01,100.6095962524414,10.0,4.0,,证券,债券,0,6,2RZ0
8206,149371,H1金科01,31.899999618530273,10.0,4.0,,证券,债券,0,6,HJK0
8207,149373,21安居01,100.61000061035156,10.0,4.0,,证券,债券,0,6,2AJ0
8208,149375,21国信02,100.84329986572266,10.0,4.0,,证券,债券,0,6,2GX0
8209,149376,21珠华01,100.11380004882812,10.0,4.0,,证券,债券,0,6,2ZH0
8210,149378,21福投02,100.91429901123047,10.0,4.0,,证券,债券,0,6,2FT0
8211,149380,21恒集01,100.12899780273438,10.0,4.0,,证券,债券,0,6,2HJ0
8212,149381,21华股01,100.94930267333984,10.0,4.0,,证券,债券,0,6,2HG0
8213,149383,21山证C1,101.58999633789062,10.0,4.0,,证券,债券,0,6,2SZC
8214,149384,21深铁G1,100.7333984375,10.0,4.0,,证券,债券,0,6,2STG
8215,149385,21恒集02,99.97460174560547,10.0,4.0,,证券,债券,0,6,2HJ0
8216,149386,21北港01,101.322998046875,10.0,4.0,,证券,债券,0,6,2BG0
8217,149387,21绵投01,100.4448013305664,10.0,4.0,,证券,债券,0,6,2MT0
8218,149388,H1金科03,520.0,10.0,4.0,,证券,债券,0,6,HJK0
8219,149389,21青城01,100.34950256347656,10.0,4.0,,证券,债券,0,6,2QC0
8220,149390,21青城02,101.01429748535156,10.0,4.0,,证券,债券,0,6,2QC0
8221,149391,21中南01,75.61499786376953,10.0,4.0,,证券,债券,0,6,2ZN0
8222,149393,21申宏01,100.90299987792969,10.0,4.0,,证券,债券,0,6,2SH0
8223,149394,21申宏02,100.0,10.0,4.0,,证券,债券,0,6,2SH0
8224,149396,21湘路04,100.79039764404297,10.0,4.0,,证券,债券,0,6,2XL0
8225,149397,21涪陵01,100.99829864501953,10.0,4.0,,证券,债券,0,6,2FL0
8226,149399,21珠华G1,99.5886001586914,10.0,4.0,,证券,债券,0,6,2ZHG
8227,149400,21广能G1,100.5344009399414,10.0,4.0,,证券,债券,0,6,2GNG
8228,149403,21深铁02,100.92030334472656,10.0,4.0,,证券,债券,0,6,2ST0
8229,149404,21创投K1,100.80909729003906,10.0,4.0,,证券,债券,0,6,2CTK
8230,149405,21申证C2,100.9208984375,10.0,4.0,,证券,债券,0,6,2SZC
8231,149406,21盐港01,100.60590362548828,10.0,4.0,,证券,债券,0,6,2YG0
8232,149407,21碧地01,87.30000305175781,10.0,4.0,,证券,债券,0,6,2BD0
8233,149408,21深能Y1,100.71089935302734,10.0,4.0,,证券,债券,0,6,2SNY
8234,149410,21深铁04,100.89219665527344,10.0,4.0,,证券,债券,0,6,2ST0
8235,149411,21中盈01,102.13269805908203,10.0,4.0,,证券,债券,0,6,2ZY0
8236,149412,21广电01,100.99400329589844,10.0,4.0,,证券,债券,0,6,2GD0
8237,149413,21粤垦01,100.33529663085938,10.0,4.0,,证券,债券,0,6,2YK0
8238,149414,21中材01,100.96869659423828,10.0,4.0,,证券,债券,0,6,2ZC0
8239,149415,21川能Y1,101.12870025634766,10.0,4.0,,证券,债券,0,6,2CNY
8240,149417,21泉旅01,100.19999694824219,10.0,4.0,,证券,债券,0,6,2QL0
8241,149418,21粤电02,100.73590087890625,10.0,4.0,,证券,债券,0,6,2YD0
8242,149420,21湘路06,100.90049743652344,10.0,4.0,,证券,债券,0,6,2XL0
8243,149421,21粤海01,100.6771011352539,10.0,4.0,,证券,债券,0,6,2YH0
8244,149422,21国元01,100.88300323486328,10.0,4.0,,证券,债券,0,6,2GY0
8245,149423,21昆投01,97.99819946289062,10.0,4.0,,证券,债券,0,6,2KT0
8246,149424,21广铁02,101.51399993896484,10.0,4.0,,证券,债券,0,6,2GT0
8247,149425,21申证01,100.71859741210938,10.0,4.0,,证券,债券,0,6,2SZ0
8248,149426,21南网02,100.95590209960938,10.0,4.0,,证券,债券,0,6,2NW0
8249,149427,21特信01,101.12000274658203,10.0,4.0,,证券,债券,0,6,2TX0
8250,149428,H1龙控01,21.072999954223633,10.0,4.0,,证券,债券,0,6,HLK0
8251,149429,21广物01,100.40129852294922,10.0,4.0,,证券,债券,0,6,2GW0
8252,149431,21申证02,103.14830017089844,10.0,4.0,,证券,债券,0,6,2SZ0
8253,149432,21涪陵03,100.73729705810547,10.0,4.0,,证券,债券,0,6,2FL0
8254,149433,21桂交01,100.86900329589844,10.0,4.0,,证券,债券,0,6,2GJ0
8255,149435,21嘉投02,103.31060028076172,10.0,4.0,,证券,债券,0,6,2JT0
8256,149436,H1融创03,52.11669921875,10.0,4.0,,证券,债券,0,6,HRC0
8257,149437,21粤航01,100.69149780273438,10.0,4.0,,证券,债券,0,6,2YH0
8258,149438,21侨城05,100.21150207519531,10.0,4.0,,证券,债券,0,6,2QC0
8259,149439,21侨城06,99.82510375976562,10.0,4.0,,证券,债券,0,6,2QC0
8260,149440,21深铁05,100.8490982055664,10.0,4.0,,证券,债券,0,6,2ST0
8261,149441,21深铁06,101.7063980102539,10.0,4.0,,证券,债券,0,6,2ST0
8262,149442,21万和01,102.23870086669922,10.0,4.0,,证券,债券,0,6,2WH0
8263,149443,21电建01,100.22119903564453,10.0,4.0,,证券,债券,0,6,2DJ0
8264,149445,21东北01,101.30660247802734,10.0,4.0,,证券,债券,0,6,2DB0
8265,149447,21川机G1,100.57129669189453,10.0,4.0,,证券,债券,0,6,2CJG
8266,149448,21蛇口01,103.34989929199219,10.0,4.0,,证券,债券,0,6,2SK0
8267,149449,21蛇口02,100.63150024414062,10.0,4.0,,证券,债券,0,6,2SK0
8268,149450,21广新01,100.5,10.0,4.0,,证券,债券,0,6,2GX0
8269,149453,21天投Y2,100.7499008178711,10.0,4.0,,证券,债券,0,6,2TTY
8270,149454,21大族01,100.5,10.0,4.0,,证券,债券,0,6,2DZ0
8271,149455,21广铁01,101.7041015625,10.0,4.0,,证券,债券,0,6,2GT0
8272,149456,21越控02,100.71209716796875,10.0,4.0,,证券,债券,0,6,2YK0
8273,149457,21粤桥01,101.32119750976562,10.0,4.0,,证券,债券,0,6,2YQ0
8274,149458,21深铁08,100.69830322265625,10.0,4.0,,证券,债券,0,6,2ST0
8275,149459,21深铁09,101.17939758300781,10.0,4.0,,证券,债券,0,6,2ST0
8276,149460,21海能01,100.00900268554688,10.0,4.0,,证券,债券,0,6,2HN0
8277,149461,21粤高01,101.26699829101562,10.0,4.0,,证券,债券,0,6,2YG0
8278,149462,21粤高02,102.1426010131836,10.0,4.0,,证券,债券,0,6,2YG0
8279,149463,21深资01,100.55039978027344,10.0,4.0,,证券,债券,0,6,2SZ0
8280,149465,21粤路01,100.91100311279297,10.0,4.0,,证券,债券,0,6,2YL0
8281,149466,21顺丰G1,100.83599853515625,10.0,4.0,,证券,债券,0,6,2SFG
8282,149467,21恒大01,27.68000030517578,10.0,4.0,,证券,债券,0,6,2HD0
8283,149468,21北新R1,102.0250015258789,10.0,4.0,,证券,债券,0,6,2BXR
8284,149471,21华润02,100.98809814453125,10.0,4.0,,证券,债券,0,6,2HR0
8285,149472,21深投01,100.7916030883789,10.0,4.0,,证券,债券,0,6,2ST0
8286,149473,21金街02,100.00299835205078,10.0,4.0,,证券,债券,0,6,2JJ0
8287,149474,21深投02,103.40390014648438,10.0,4.0,,证券,债券,0,6,2ST0
8288,149475,21火炬01,100.16570281982422,10.0,4.0,,证券,债券,0,6,2HJ0
8289,149476,21火炬02,100.04499816894531,10.0,4.0,,证券,债券,0,6,2HJ0
8290,149477,21万科03,99.55249786376953,10.0,4.0,,证券,债券,0,6,2WK0
8291,149478,21万科04,95.9136962890625,10.0,4.0,,证券,债券,0,6,2WK0
8292,149479,21申证03,101.13099670410156,10.0,4.0,,证券,债券,0,6,2SZ0
8293,149481,21不动02,98.19519805908203,10.0,4.0,,证券,债券,0,6,2BD0
8294,149482,21长城02,100.48829650878906,10.0,4.0,,证券,债券,0,6,2CC0
8295,149483,21长城03,100.20790100097656,10.0,4.0,,证券,债券,0,6,2CC0
8296,149485,21光大Y2,100.06079864501953,10.0,4.0,,证券,债券,0,6,2GDY
8297,149486,21惠交01,100.54859924316406,10.0,4.0,,证券,债券,0,6,2HJ0
8298,149487,21惠交02,100.67130279541016,10.0,4.0,,证券,债券,0,6,2HJ0
8299,149488,21山路01,100.05130004882812,10.0,4.0,,证券,债券,0,6,2SL0
8300,149489,21广铁03,101.05750274658203,10.0,4.0,,证券,债券,0,6,2GT0
8301,149490,21申证04,100.51709747314453,10.0,4.0,,证券,债券,0,6,2SZ0
8302,149491,21申证05,102.84259796142578,10.0,4.0,,证券,债券,0,6,2SZ0
8303,149494,21珠华02,101.0073013305664,10.0,4.0,,证券,债券,0,6,2ZH0
8304,149495,H1金科04,36.14799880981445,10.0,4.0,,证券,债券,0,6,HJK0
8305,149497,21蛇口03,102.24610137939453,10.0,4.0,,证券,债券,0,6,2SK0
8306,149498,21蛇口04,100.71720123291016,10.0,4.0,,证券,债券,0,6,2SK0
8307,149499,21广发03,100.7916030883789,10.0,4.0,,证券,债券,0,6,2GF0
8308,149500,21广发04,101.44999694824219,10.0,4.0,,证券,债券,0,6,2GF0
8309,149501,21广资03,99.4000015258789,10.0,4.0,,证券,债券,0,6,2GZ0
8310,149502,21长江C1,100.59349822998047,10.0,4.0,,证券,债券,0,6,2CJC
8311,149503,21国经01,102.26570129394531,10.0,4.0,,证券,债券,0,6,2GJ0
8312,149504,21新兴01,100.831298828125,10.0,4.0,,证券,债券,0,6,2XX0
8313,149505,21冀东01,100.3102035522461,10.0,4.0,,证券,债券,0,6,2JD0
8314,149507,21广新03,100.68109893798828,10.0,4.0,,证券,债券,0,6,2GX0
8315,149508,21华股02,100.52629852294922,10.0,4.0,,证券,债券,0,6,2HG0
8316,149509,21碧地02,84.98650360107422,10.0,4.0,,证券,债券,0,6,2BD0
8317,149511,21恒集03,99.9552001953125,10.0,4.0,,证券,债券,0,6,2HJ0
8318,149512,21中海01,100.4375,10.0,4.0,,证券,债券,0,6,2ZH0
8319,149513,21中海02,100.8656997680664,10.0,4.0,,证券,债券,0,6,2ZH0
8320,149514,21福投03,101.38069915771484,10.0,4.0,,证券,债券,0,6,2FT0
8321,149515,21万和02,100.74949645996094,10.0,4.0,,证券,债券,0,6,2WH0
8322,149516,21建能01,100.65260314941406,10.0,4.0,,证券,债券,0,6,2JN0
8323,149517,21广电02,100.79460144042969,10.0,4.0,,证券,债券,0,6,2GD0
8324,149518,21广新V1,103.41999816894531,10.0,4.0,,证券,债券,0,6,2GXV
8325,149519,21广新04,102.24559783935547,10.0,4.0,,证券,债券,0,6,2GX0
8326,149521,21鄂科Y1,100.04509735107422,10.0,4.0,,证券,债券,0,6,2EKY
8327,149522,21鄂科Y2,100.87680053710938,10.0,4.0,,证券,债券,0,6,2EKY
8328,149523,21桐投01,100.06490325927734,10.0,4.0,,证券,债券,0,6,2TT0
8329,149524,21长城04,100.59120178222656,10.0,4.0,,证券,债券,0,6,2CC0
8330,149525,21越租01,100.32379913330078,10.0,4.0,,证券,债券,0,6,2YZ0
8331,149526,21广金01,100.7667007446289,10.0,4.0,,证券,债券,0,6,2GJ0
8332,149527,21广金02,103.80159759521484,10.0,4.0,,证券,债券,0,6,2GJ0
8333,149528,21招路01,100.69950103759766,10.0,4.0,,证券,债券,0,6,2ZL0
8334,149529,21申证Y1,100.12460327148438,10.0,4.0,,证券,债券,0,6,2SZY
8335,149530,21赣水01,100.40390014648438,10.0,4.0,,证券,债券,0,6,2GS0
8336,149531,21遵市01,100.0,10.0,4.0,,证券,债券,0,6,2ZS0
8337,149532,21柳工01,100.40139770507812,10.0,4.0,,证券,债券,0,6,2LG0
8338,149533,21嘉城01,100.72740173339844,10.0,4.0,,证券,债券,0,6,2JC0
8339,149534,21海资01,99.0322036743164,10.0,4.0,,证券,债券,0,6,2HZ0
8340,149535,21国信03,100.63459777832031,10.0,4.0,,证券,债券,0,6,2GX0
8341,149536,21国信04,101.1968002319336,10.0,4.0,,证券,债券,0,6,2GX0
8342,149537,21天马01,99.80470275878906,10.0,4.0,,证券,债券,0,6,2TM0
8343,149538,21招路02,100.55139923095703,10.0,4.0,,证券,债券,0,6,2ZL0
8344,149539,21建房01,100.8239974975586,10.0,4.0,,证券,债券,0,6,2JF0
8345,149540,21滨房01,99.12779998779297,10.0,4.0,,证券,债券,0,6,2BF0
8346,149542,21光大Y4,99.5624008178711,10.0,4.0,,证券,债券,0,6,2GDY
8347,149543,21广资02,100.1958999633789,10.0,4.0,,证券,债券,0,6,2GZ0
8348,149544,21国信07,100.25039672851562,10.0,4.0,,证券,债券,0,6,2GX0
8349,149545,H1阳城02,91.0,10.0,4.0,,证券,债券,0,6,HYC0
8350,149546,21长江C2,100.45559692382812,10.0,4.0,,证券,债券,0,6,2CJC
8351,149547,21金街03,99.99140167236328,10.0,4.0,,证券,债券,0,6,2JJ0
8352,149548,21中海03,100.3499984741211,10.0,4.0,,证券,债券,0,6,2ZH0
8353,149549,21中海04,100.49440002441406,10.0,4.0,,证券,债券,0,6,2ZH0
8354,149550,21润租G1,99.98040008544922,10.0,4.0,,证券,债券,0,6,2RZG
8355,149551,21莞金01,100.12129974365234,10.0,4.0,,证券,债券,0,6,2GJ0
8356,149553,21申宏04,100.02230072021484,10.0,4.0,,证券,债券,0,6,2SH0
8357,149555,21青城06,99.25700378417969,10.0,4.0,,证券,债券,0,6,2QC0
8358,149556,21创投K2,100.06159973144531,10.0,4.0,,证券,债券,0,6,2CTK
8359,149557,21国信05,100.34729766845703,10.0,4.0,,证券,债券,0,6,2GX0
8360,149558,21国信06,100.60769653320312,10.0,4.0,,证券,债券,0,6,2GX0
8361,149559,21申证06,100.41200256347656,10.0,4.0,,证券,债券,0,6,2SZ0
8362,149560,21申证07,101.05490112304688,10.0,4.0,,证券,债券,0,6,2SZ0
8363,149561,21华西债,100.07640075683594,10.0,4.0,,证券,债券,0,6,2HXZ
8364,149562,21广发05,100.32589721679688,10.0,4.0,,证券,债券,0,6,2GF0
8365,149563,21广发06,100.13860321044922,10.0,4.0,,证券,债券,0,6,2GF0
8366,149564,21广发07,102.20249938964844,10.0,4.0,,证券,债券,0,6,2GF0
8367,149565,21绿景01,100.0,10.0,4.0,,证券,债券,0,6,2LJ0
8368,149566,21绿景02,99.9800033569336,10.0,4.0,,证券,债券,0,6,2LJ0
8369,149567,21万科05,99.32959747314453,10.0,4.0,,证券,债券,0,6,2WK0
8370,149568,21万科06,96.00499725341797,10.0,4.0,,证券,债券,0,6,2WK0
8371,149570,21长城05,100.25150299072266,10.0,4.0,,证券,债券,0,6,2CC0
8372,149571,21长城06,100.39520263671875,10.0,4.0,,证券,债券,0,6,2CC0
8373,149572,21DJLQ02,100.07489776611328,10.0,4.0,,证券,债券,0,6,2
8374,149573,21DJLQ03,99.66400146484375,10.0,4.0,,证券,债券,0,6,2
8375,149574,21申证08,100.19619750976562,10.0,4.0,,证券,债券,0,6,2SZ0
8376,149575,21申证09,100.0740966796875,10.0,4.0,,证券,债券,0,6,2SZ0
8377,149576,21深投03,100.63999938964844,10.0,4.0,,证券,债券,0,6,2ST0
8378,149577,21广能01,101.0780029296875,10.0,4.0,,证券,债券,0,6,2GN0
8379,149578,21申宏05,99.97730255126953,10.0,4.0,,证券,债券,0,6,2SH0
8380,149579,21申宏06,99.89219665527344,10.0,4.0,,证券,债券,0,6,2SH0
8381,149580,21绵投02,100.49749755859375,10.0,4.0,,证券,债券,0,6,2MT0
8382,149581,21青城07,99.50090026855469,10.0,4.0,,证券,债券,0,6,2QC0
8383,149582,21青城08,98.82980346679688,10.0,4.0,,证券,债券,0,6,2QC0
8384,149583,21海垦V1,99.88050079345703,10.0,4.0,,证券,债券,0,6,2HKV
8385,149584,21广新05,100.11499786376953,10.0,4.0,,证券,债券,0,6,2GX0
8386,149585,21滨房02,99.04060363769531,10.0,4.0,,证券,债券,0,6,2BF0
8387,149586,21金街04,99.41179656982422,10.0,4.0,,证券,债券,0,6,2JJ0
8388,149587,21中海05,99.8865966796875,10.0,4.0,,证券,债券,0,6,2ZH0
8389,149588,21中海06,99.49639892578125,10.0,4.0,,证券,债券,0,6,2ZH0
8390,149589,21深担01,100.01129913330078,10.0,4.0,,证券,债券,0,6,2SD0
8391,149590,21万马01,99.77230072021484,10.0,4.0,,证券,债券,0,6,2WM0
8392,149591,21广开01,100.04280090332031,10.0,4.0,,证券,债券,0,6,2GK0
8393,149594,21广发09,100.16819763183594,10.0,4.0,,证券,债券,0,6,2GF0
8394,149595,21申证14,100.1803970336914,10.0,4.0,,证券,债券,0,6,2SZ1
8395,149596,21广新06,99.91400146484375,10.0,4.0,,证券,债券,0,6,2GX0
8396,149597,21越控03,99.67070007324219,10.0,4.0,,证券,债券,0,6,2YK0
8397,149598,21越控04,100.99040222167969,10.0,4.0,,证券,债券,0,6,2YK0
8398,149599,21国元02,100.27559661865234,10.0,4.0,,证券,债券,0,6,2GY0
8399,149600,21宝安01,100.52400207519531,10.0,4.0,,证券,债券,0,6,2BA0
8400,149601,21重发01,99.29049682617188,10.0,4.0,,证券,债券,0,6,2ZF0
8401,149602,21重发02,100.01409912109375,10.0,4.0,,证券,债券,0,6,2ZF0
8402,149603,21风电01,100.21810150146484,10.0,4.0,,证券,债券,0,6,2FD0
8403,149604,21红日01,100.50039672851562,10.0,4.0,,证券,债券,0,6,2HR0
8404,149605,21申证Y2,98.8093032836914,10.0,4.0,,证券,债券,0,6,2SZY
8405,149606,21长江02,100.31159973144531,10.0,4.0,,证券,债券,0,6,2CJ0
8406,149607,21长江03,100.23699951171875,10.0,4.0,,证券,债券,0,6,2CJ0
8407,149608,21东北03,99.92900085449219,10.0,4.0,,证券,债券,0,6,2DB0
8408,149609,21越租02,99.63150024414062,10.0,4.0,,证券,债券,0,6,2YZ0
8409,149610,21中交债,98.2020034790039,10.0,4.0,,证券,债券,0,6,2ZJZ
8410,149611,21一创01,99.64140319824219,10.0,4.0,,证券,债券,0,6,2YC0
8411,149612,21一创02,99.27749633789062,10.0,4.0,,证券,债券,0,6,2YC0
8412,149613,21广开03,99.5,10.0,4.0,,证券,债券,0,6,2GK0
8413,149614,21申证10,100.19049835205078,10.0,4.0,,证券,债券,0,6,2SZ1
8414,149615,21申证11,100.92449951171875,10.0,4.0,,证券,债券,0,6,2SZ1
8415,149616,21山证C2,99.5,10.0,4.0,,证券,债券,0,6,2SZC
8416,149617,21穗交03,100.37110137939453,10.0,4.0,,证券,债券,0,6,2SJ0
8417,149618,21盐港02,99.41290283203125,10.0,4.0,,证券,债券,0,6,2YG0
8418,149619,21盐港03,99.96150207519531,10.0,4.0,,证券,债券,0,6,2YG0
8419,149620,21广基01,99.82890319824219,10.0,4.0,,证券,债券,0,6,2GJ0
8420,149621,21榕金01,100.45169830322266,10.0,4.0,,证券,债券,0,6,2RJ0
8421,149623,21中旅02,102.14409637451172,10.0,4.0,,证券,债券,0,6,2ZL0
8422,149624,21深G11,100.08450317382812,10.0,4.0,,证券,债券,0,6,2SG
8423,149625,21深G12,100.12480163574219,10.0,4.0,,证券,债券,0,6,2SG
8424,149626,21申证12,100.12329864501953,10.0,4.0,,证券,债券,0,6,2SZ1
8425,149627,21申证13,100.0728988647461,10.0,4.0,,证券,债券,0,6,2SZ1
8426,149628,21穗环G1,99.99430084228516,10.0,4.0,,证券,债券,0,6,2SHG
8427,149629,21深投04,100.08080291748047,10.0,4.0,,证券,债券,0,6,2ST0
8428,149632,21碧地03,93.0,10.0,4.0,,证券,债券,0,6,2BD0
8429,149633,21广发10,100.22509765625,10.0,4.0,,证券,债券,0,6,2GF1
8430,149634,21广发11,100.96099853515625,10.0,4.0,,证券,债券,0,6,2GF1
8431,149635,21广发12,103.03459930419922,10.0,4.0,,证券,债券,0,6,2GF1
8432,149636,21冀东02,100.21399688720703,10.0,4.0,,证券,债券,0,6,2JD0
8433,149637,21广新Y1,100.19039916992188,10.0,4.0,,证券,债券,0,6,2GXY
8434,149638,21澄港04,99.69869995117188,10.0,4.0,,证券,债券,0,6,2CG0
8435,149639,21金街05,99.86900329589844,10.0,4.0,,证券,债券,0,6,2JJ0
8436,149640,21申证15,100.35399627685547,10.0,4.0,,证券,债券,0,6,2SZ1
8437,149641,21长城07,100.41059875488281,10.0,4.0,,证券,债券,0,6,2CC0
8438,149642,21长城08,102.89700317382812,10.0,4.0,,证券,债券,0,6,2CC0
8439,149643,21DJLQ04,100.36920166015625,10.0,4.0,,证券,债券,0,6,2
8440,149645,21江门01,99.54039764404297,10.0,4.0,,证券,债券,0,6,2JM0
8441,149646,21江门02,102.4800033569336,10.0,4.0,,证券,债券,0,6,2JM0
8442,149647,21青城09,99.83809661865234,10.0,4.0,,证券,债券,0,6,2QC0
8443,149648,21青城10,99.64299774169922,10.0,4.0,,证券,债券,0,6,2QC1
8444,149649,21岸资01,99.00830078125,10.0,4.0,,证券,债券,0,6,2AZ0
8445,149650,21广发16,100.34030151367188,10.0,4.0,,证券,债券,0,6,2GF1
8446,149651,21粤海02,99.5602035522461,10.0,4.0,,证券,债券,0,6,2YH0
8447,149653,21仁寿03,99.5425033569336,10.0,4.0,,证券,债券,0,6,2RS0
8448,149657,21长江05,100.4115982055664,10.0,4.0,,证券,债券,0,6,2CJ0
8449,149658,21广发13,100.58499908447266,10.0,4.0,,证券,债券,0,6,2GF1
8450,149661,21圆融K1,100.18710327148438,10.0,4.0,,证券,债券,0,6,2YRK
8451,149662,21圆融K2,100.6500015258789,10.0,4.0,,证券,债券,0,6,2YRK
8452,149664,21湘路08,100.47429656982422,10.0,4.0,,证券,债券,0,6,2XL0
8453,149665,21特信02,100.10099792480469,10.0,4.0,,证券,债券,0,6,2TX0
8454,149666,21特信03,99.80000305175781,10.0,4.0,,证券,债券,0,6,2TX0
8455,149667,21珠港01,100.55789947509766,10.0,4.0,,证券,债券,0,6,2ZG0
8456,149668,21徐工02,100.95850372314453,10.0,4.0,,证券,债券,0,6,2XG0
8457,149670,21基建01,99.90049743652344,10.0,4.0,,证券,债券,0,6,2JJ0
8458,149671,21厦港01,100.54959869384766,10.0,4.0,,证券,债券,0,6,2SG0
8459,149672,21润租G2,100.3240966796875,10.0,4.0,,证券,债券,0,6,2RZG
8460,149673,21国信10,100.54299926757812,10.0,4.0,,证券,债券,0,6,2GX1
8461,149674,21国信11,100.0,10.0,4.0,,证券,债券,0,6,2GX1
8462,149675,21山证01,100.35859680175781,10.0,4.0,,证券,债券,0,6,2SZ0
8463,149676,21深能01,101.02539825439453,10.0,4.0,,证券,债券,0,6,2SN0
8464,149677,21深能02,101.96389770507812,10.0,4.0,,证券,债券,0,6,2SN0
8465,149678,21深投05,100.49929809570312,10.0,4.0,,证券,债券,0,6,2ST0
8466,149679,21一创C1,101.91300201416016,10.0,4.0,,证券,债券,0,6,2YCC
8467,149680,21北新G1,99.91510009765625,10.0,4.0,,证券,债券,0,6,2BXG
8468,149682,21越租03,100.13700103759766,10.0,4.0,,证券,债券,0,6,2YZ0
8469,149683,21深投06,100.26719665527344,10.0,4.0,,证券,债券,0,6,2ST0
8470,149684,21深担02,100.19969940185547,10.0,4.0,,证券,债券,0,6,2SD0
8471,149686,21重发04,100.41200256347656,10.0,4.0,,证券,债券,0,6,2ZF0
8472,149687,21广发17,100.54720306396484,10.0,4.0,,证券,债券,0,6,2GF1
8473,149689,21国际P1,100.18949890136719,10.0,4.0,,证券,债券,0,6,2GJP
8474,149691,21粤海03,100.22989654541016,10.0,4.0,,证券,债券,0,6,2YH0
8475,149693,21东华01,100.0,10.0,4.0,,证券,债券,0,6,2DH0
8476,149694,21金桂01,100.0,10.0,4.0,,证券,债券,0,6,2JG0
8477,149697,21穗交04,99.66190338134766,10.0,4.0,,证券,债券,0,6,2SJ0
8478,149698,21泉旅02,98.80000305175781,10.0,4.0,,证券,债券,0,6,2QL0
8479,149699,21广金03,100.22889709472656,10.0,4.0,,证券,债券,0,6,2GJ0
8480,149700,21申证Y3,99.20230102539062,10.0,4.0,,证券,债券,0,6,2SZY
8481,149701,21国经02,101.2490005493164,10.0,4.0,,证券,债券,0,6,2GJ0
8482,149702,21广发19,100.24140167236328,10.0,4.0,,证券,债券,0,6,2GF1
8483,149703,21广发20,100.01370239257812,10.0,4.0,,证券,债券,0,6,2GF2
8484,149704,21广发21,103.49349975585938,10.0,4.0,,证券,债券,0,6,2GF2
8485,149705,21福投04,100.37979888916016,10.0,4.0,,证券,债券,0,6,2FT0
8486,149706,21电科投,100.26080322265625,10.0,4.0,,证券,债券,0,6,2DKT
8487,149708,21山证02,99.91410064697266,10.0,4.0,,证券,债券,0,6,2SZ0
8488,149709,21国信12,100.15779876708984,10.0,4.0,,证券,债券,0,6,2GX1
8489,149710,21国信13,100.19339752197266,10.0,4.0,,证券,债券,0,6,2GX1
8490,149711,21粤电03,99.84490203857422,10.0,4.0,,证券,债券,0,6,2YD0
8491,149712,21中海07,100.11900329589844,10.0,4.0,,证券,债券,0,6,2ZH0
8492,149713,21中海08,100.4531021118164,10.0,4.0,,证券,债券,0,6,2ZH0
8493,149714,21广金04,101.73709869384766,10.0,4.0,,证券,债券,0,6,2GJ0
8494,149715,21广金05,100.0,10.0,4.0,,证券,债券,0,6,2GJ0
8495,149716,21深水01,100.33470153808594,10.0,4.0,,证券,债券,0,6,2SS0
8496,149717,21深水02,99.44219970703125,10.0,4.0,,证券,债券,0,6,2SS0
8497,149718,21热力01,99.73410034179688,10.0,4.0,,证券,债券,0,6,2RL0
8498,149719,21桂交02,99.11900329589844,10.0,4.0,,证券,债券,0,6,2GJ0
8499,149720,21克投01,98.7489013671875,10.0,4.0,,证券,债券,0,6,2KT0
8500,149721,21榕金V1,100.0,10.0,4.0,,证券,债券,0,6,2RJV
8501,149722,21科城02,98.8927993774414,10.0,4.0,,证券,债券,0,6,2KC0
8502,149724,21湘路10,99.75289916992188,10.0,4.0,,证券,债券,0,6,2XL1
8503,149725,21深铁14,100.14559936523438,10.0,4.0,,证券,债券,0,6,2ST1
8504,149726,21武铁Y1,99.69940185546875,10.0,4.0,,证券,债券,0,6,2WTY
8505,149727,21泸发展,99.87349700927734,10.0,4.0,,证券,债券,0,6,2LFZ
8506,149728,21科城01,98.79219818115234,10.0,4.0,,证券,债券,0,6,2KC0
8507,149729,21广金06,99.98490142822266,10.0,4.0,,证券,债券,0,6,2GJ0
8508,149730,21广金07,100.31880187988281,10.0,4.0,,证券,债券,0,6,2GJ0
8509,149731,21鄂交Y4,99.314697265625,10.0,4.0,,证券,债券,0,6,2EJY
8510,149732,21鄂交Y5,98.77760314941406,10.0,4.0,,证券,债券,0,6,2EJY
8511,149733,21华资01,99.53919982910156,10.0,4.0,,证券,债券,0,6,2HZ0
8512,149734,21华资02,100.00630187988281,10.0,4.0,,证券,债券,0,6,2HZ0
8513,149737,21青城11,100.78379821777344,10.0,4.0,,证券,债券,0,6,2QC1
8514,149739,21天健Y1,99.45999908447266,10.0,4.0,,证券,债券,0,6,2TJY
8515,149740,21华股03,99.80770111083984,10.0,4.0,,证券,债券,0,6,2HG0
8516,149741,21天马02,99.36389923095703,10.0,4.0,,证券,债券,0,6,2TM0
8517,149742,21深能Y2,99.57150268554688,10.0,4.0,,证券,债券,0,6,2SNY
8518,149743,21建能02,99.61750030517578,10.0,4.0,,证券,债券,0,6,2JN0
8519,149744,21津保01,97.71929931640625,10.0,4.0,,证券,债券,0,6,2JB0
8520,149745,21金街06,98.87909698486328,10.0,4.0,,证券,债券,0,6,2JJ0
8521,149746,21金街07,101.44999694824219,10.0,4.0,,证券,债券,0,6,2JJ0
8522,149747,21润置02,100.08300018310547,10.0,4.0,,证券,债券,0,6,2RZ0
