,code,name,pre_close,volunit,decimal_point,value,type,kind,market,type2,py
4190,106586,云南1811,100.0,10.0,4.0,,证券,债券,0,6,YN1
4191,106587,广东1805,100.0,10.0,4.0,,证券,债券,0,6,GD1
4192,106588,广东1806,100.0,10.0,4.0,,证券,债券,0,6,GD1
4193,106590,广东1808,102.5,10.0,4.0,,证券,债券,0,6,GD1
4194,106591,广东1809,100.0,10.0,4.0,,证券,债券,0,6,GD1
4195,106592,广东1810,100.0,10.0,4.0,,证券,债券,0,6,GD1
4196,106593,广东1811,100.0,10.0,4.0,,证券,债券,0,6,GD1
4197,106594,广东1812,100.0,10.0,4.0,,证券,债券,0,6,GD1
4198,106595,广东1813,100.0,10.0,4.0,,证券,债券,0,6,GD1
4199,106596,广东1814,100.0,10.0,4.0,,证券,债券,0,6,GD1
4200,106597,广东1815,100.0,10.0,4.0,,证券,债券,0,6,GD1
4201,106598,广东1816,100.0,10.0,4.0,,证券,债券,0,6,GD1
4202,106599,广东1817,100.0,10.0,4.0,,证券,债券,0,6,GD1
4203,106600,广东1818,100.0,10.0,4.0,,证券,债券,0,6,GD1
4204,106601,广东1819,100.0,10.0,4.0,,证券,债券,0,6,GD1
4205,106603,宁波1802,100.0,10.0,4.0,,证券,债券,0,6,NB1
4206,106604,宁波1803,100.0,10.0,4.0,,证券,债券,0,6,NB1
4207,106605,宁波1804,100.0,10.0,4.0,,证券,债券,0,6,NB1
4208,106607,宁波1806,100.0,10.0,4.0,,证券,债券,0,6,NB1
4209,106608,宁波1807,100.0,10.0,4.0,,证券,债券,0,6,NB1
4210,106609,宁波1808,100.0,10.0,4.0,,证券,债券,0,6,NB1
4211,106610,龙江1809,100.0,10.0,4.0,,证券,债券,0,6,LJ1
4212,106611,龙江1810,100.0,10.0,4.0,,证券,债券,0,6,LJ1
4213,106613,湖南1812,100.0,10.0,4.0,,证券,债券,0,6,HN1
4214,106614,江苏1806,100.0,10.0,4.0,,证券,债券,0,6,JS1
4215,106615,江苏1807,100.0,10.0,4.0,,证券,债券,0,6,JS1
4216,106617,浙江1803,100.0,10.0,4.0,,证券,债券,0,6,ZJ1
4217,106619,陕西1814,100.0,10.0,4.0,,证券,债券,0,6,SX1
4218,106621,陕西1816,100.0,10.0,4.0,,证券,债券,0,6,SX1
4219,106622,陕西1817,100.0,10.0,4.0,,证券,债券,0,6,SX1
4220,106623,陕西1818,100.0,10.0,4.0,,证券,债券,0,6,SX1
4221,106626,辽宁1813,100.0,10.0,4.0,,证券,债券,0,6,LN1
4222,106627,辽宁1814,100.0,10.0,4.0,,证券,债券,0,6,LN1
4223,106629,上海1802,100.0,10.0,4.0,,证券,债券,0,6,SH1
4224,106630,上海1803,100.0,10.0,4.0,,证券,债券,0,6,SH1
4225,106631,上海1804,100.0,10.0,4.0,,证券,债券,0,6,SH1
4226,106632,上海1805,100.0,10.0,4.0,,证券,债券,0,6,SH1
4227,106633,上海1806,100.0,10.0,4.0,,证券,债券,0,6,SH1
4228,106634,福建1808,100.0,10.0,4.0,,证券,债券,0,6,FJ1
4229,106635,福建1809,100.0,10.0,4.0,,证券,债券,0,6,FJ1
4230,106636,福建1810,100.0,10.0,4.0,,证券,债券,0,6,FJ1
4231,106637,福建1811,100.0,10.0,4.0,,证券,债券,0,6,FJ1
4232,106638,福建1812,100.0,10.0,4.0,,证券,债券,0,6,FJ1
4233,106639,福建1813,100.0,10.0,4.0,,证券,债券,0,6,FJ1
4234,106640,广西1809,100.0,10.0,4.0,,证券,债券,0,6,GX1
4235,106641,广西1810,100.0,10.0,4.0,,证券,债券,0,6,GX1
4236,106642,安徽1806,100.0,10.0,4.0,,证券,债券,0,6,AH1
4237,106643,安徽1807,100.0,10.0,4.0,,证券,债券,0,6,AH1
4238,106644,安徽1808,100.0,10.0,4.0,,证券,债券,0,6,AH1
4239,106646,重庆1808,100.0,10.0,4.0,,证券,债券,0,6,CQ1
4240,106647,重庆1809,100.0,10.0,4.0,,证券,债券,0,6,CQ1
4241,106648,甘肃1806,100.0,10.0,4.0,,证券,债券,0,6,GS1
4242,106649,甘肃1807,100.0,10.0,4.0,,证券,债券,0,6,GS1
4243,106650,甘肃1808,100.0,10.0,4.0,,证券,债券,0,6,GS1
4244,106651,大连1805,100.0,10.0,4.0,,证券,债券,0,6,DL1
4245,106652,大连1806,100.0,10.0,4.0,,证券,债券,0,6,DL1
4246,106653,大连1807,100.0,10.0,4.0,,证券,债券,0,6,DL1
4247,106654,大连1808,100.0,10.0,4.0,,证券,债券,0,6,DL1
4248,106655,四川1808,102.02999877929688,10.0,4.0,,证券,债券,0,6,SC1
4249,106656,新疆1807,100.0,10.0,4.0,,证券,债券,0,6,XJ1
4250,106658,新疆1809,100.0,10.0,4.0,,证券,债券,0,6,XJ1
4251,106659,河北1812,100.0,10.0,4.0,,证券,债券,0,6,HB1
4252,106660,河北1813,100.0,10.0,4.0,,证券,债券,0,6,HB1
4253,106661,河北1814,100.0,10.0,4.0,,证券,债券,0,6,HB1
4254,106662,河北1815,100.0,10.0,4.0,,证券,债券,0,6,HB1
4255,106663,河北1816,100.0,10.0,4.0,,证券,债券,0,6,HB1
4256,106664,河北1817,100.0,10.0,4.0,,证券,债券,0,6,HB1
4257,106665,河北1818,100.0,10.0,4.0,,证券,债券,0,6,HB1
4258,106666,河北1819,100.0,10.0,4.0,,证券,债券,0,6,HB1
4259,106667,河北1820,100.0,10.0,4.0,,证券,债券,0,6,HB1
4260,106669,河北1822,100.0,10.0,4.0,,证券,债券,0,6,HB1
4261,106670,河北1823,100.0,10.0,4.0,,证券,债券,0,6,HB1
4262,106671,河北1824,100.0,10.0,4.0,,证券,债券,0,6,HB1
4263,106672,河北1825,100.0,10.0,4.0,,证券,债券,0,6,HB1
4264,106674,贵州1817,100.0,10.0,4.0,,证券,债券,0,6,GZ1
4265,106675,贵州1818,100.0,10.0,4.0,,证券,债券,0,6,GZ1
4266,106677,湖北1806,100.0,10.0,4.0,,证券,债券,0,6,HB1
4267,106678,湖北1807,100.0,10.0,4.0,,证券,债券,0,6,HB1
4268,106680,北京1802,100.0,10.0,4.0,,证券,债券,0,6,BJ1
4269,106681,北京1803,100.0,10.0,4.0,,证券,债券,0,6,BJ1
4270,106682,北京1804,100.0,10.0,4.0,,证券,债券,0,6,BJ1
4271,106684,山东1809,100.0,10.0,4.0,,证券,债券,0,6,SD1
4272,106685,吉林1804,100.0,10.0,4.0,,证券,债券,0,6,JL1
4273,106686,吉林1805,100.0,10.0,4.0,,证券,债券,0,6,JL1
4274,106687,吉林1806,100.0,10.0,4.0,,证券,债券,0,6,JL1
4275,106688,吉林1807,100.0,10.0,4.0,,证券,债券,0,6,JL1
4276,106689,吉林1808,100.0,10.0,4.0,,证券,债券,0,6,JL1
4277,106690,河南1804,100.0,10.0,4.0,,证券,债券,0,6,HN1
4278,106691,河南1805,100.0,10.0,4.0,,证券,债券,0,6,HN1
4279,106692,河南1806,100.0,10.0,4.0,,证券,债券,0,6,HN1
4280,106693,河南1807,100.0,10.0,4.0,,证券,债券,0,6,HN1
4281,106694,河南1808,100.0,10.0,4.0,,证券,债券,0,6,HN1
4282,106695,河南1809,100.0,10.0,4.0,,证券,债券,0,6,HN1
4283,106696,河南1810,100.0,10.0,4.0,,证券,债券,0,6,HN1
4284,106697,河南1811,100.0,10.0,4.0,,证券,债券,0,6,HN1
4285,106699,河南1813,100.0,10.0,4.0,,证券,债券,0,6,HN1
4286,106700,河南1814,100.0,10.0,4.0,,证券,债券,0,6,HN1
4287,106701,河南1815,100.0,10.0,4.0,,证券,债券,0,6,HN1
4288,106702,河南1816,100.0,10.0,4.0,,证券,债券,0,6,HN1
4289,106703,河南1817,100.0,10.0,4.0,,证券,债券,0,6,HN1
4290,106704,河南1818,100.0,10.0,4.0,,证券,债券,0,6,HN1
4291,106705,河南1819,100.0,10.0,4.0,,证券,债券,0,6,HN1
4292,106706,河南1820,100.0,10.0,4.0,,证券,债券,0,6,HN1
4293,106707,河南1821,100.0,10.0,4.0,,证券,债券,0,6,HN1
4294,106708,河南1822,100.0,10.0,4.0,,证券,债券,0,6,HN1
4295,106709,河南1823,100.0,10.0,4.0,,证券,债券,0,6,HN1
4296,106711,云南1812,100.0,10.0,4.0,,证券,债券,0,6,YN1
4297,106712,云南1813,100.0,10.0,4.0,,证券,债券,0,6,YN1
4298,106713,云南1814,101.13999938964844,10.0,4.0,,证券,债券,0,6,YN1
4299,106714,云南1815,100.0,10.0,4.0,,证券,债券,0,6,YN1
4300,106716,天津1816,100.0,10.0,4.0,,证券,债券,0,6,TJ1
4301,106718,天津1818,100.0,10.0,4.0,,证券,债券,0,6,TJ1
4302,106719,天津1819,100.0,10.0,4.0,,证券,债券,0,6,TJ1
4303,106720,天津1820,100.0,10.0,4.0,,证券,债券,0,6,TJ1
4304,106721,天津1821,100.0,10.0,4.0,,证券,债券,0,6,TJ1
4305,106722,天津1822,100.0,10.0,4.0,,证券,债券,0,6,TJ1
4306,106723,天津1823,100.0,10.0,4.0,,证券,债券,0,6,TJ1
4307,106724,天津1824,100.0,10.0,4.0,,证券,债券,0,6,TJ1
4308,106725,天津1825,100.0,10.0,4.0,,证券,债券,0,6,TJ1
4309,106726,天津1826,100.0,10.0,4.0,,证券,债券,0,6,TJ1
4310,106727,厦门1801,100.0,10.0,4.0,,证券,债券,0,6,XM1
4311,106728,厦门1802,100.0,10.0,4.0,,证券,债券,0,6,XM1
4312,106730,厦门1804,100.0,10.0,4.0,,证券,债券,0,6,XM1
4313,106731,厦门1805,100.0,10.0,4.0,,证券,债券,0,6,XM1
4314,106732,厦门1806,100.0,10.0,4.0,,证券,债券,0,6,XM1
4315,106734,湖南1814,100.0,10.0,4.0,,证券,债券,0,6,HN1
4316,106735,湖南1815,101.86000061035156,10.0,4.0,,证券,债券,0,6,HN1
4317,106736,陕西1819,100.0,10.0,4.0,,证券,债券,0,6,SX1
4318,106737,陕西1820,100.0,10.0,4.0,,证券,债券,0,6,SX1
4319,106738,陕西1821,100.0,10.0,4.0,,证券,债券,0,6,SX1
4320,106739,陕西1822,100.0,10.0,4.0,,证券,债券,0,6,SX1
4321,106740,陕西1823,100.0,10.0,4.0,,证券,债券,0,6,SX1
4322,106741,新疆1810,100.0,10.0,4.0,,证券,债券,0,6,XJ1
4323,106742,新疆1811,100.0,10.0,4.0,,证券,债券,0,6,XJ1
4324,106743,新疆1812,100.0,10.0,4.0,,证券,债券,0,6,XJ1
4325,106744,新疆1813,100.0,10.0,4.0,,证券,债券,0,6,XJ1
4326,106745,新疆1814,100.0,10.0,4.0,,证券,债券,0,6,XJ1
4327,106746,新疆1815,100.0,10.0,4.0,,证券,债券,0,6,XJ1
4328,106747,新疆1816,100.0,10.0,4.0,,证券,债券,0,6,XJ1
4329,106748,新疆1817,100.0,10.0,4.0,,证券,债券,0,6,XJ1
4330,106749,新疆1818,100.0,10.0,4.0,,证券,债券,0,6,XJ1
4331,106750,新疆1819,100.0,10.0,4.0,,证券,债券,0,6,XJ1
4332,106752,江苏1810,100.0,10.0,4.0,,证券,债券,0,6,JS1
4333,106753,江苏1811,100.0,10.0,4.0,,证券,债券,0,6,JS1
4334,106754,广东1820,100.0,10.0,4.0,,证券,债券,0,6,GD1
4335,106755,广东1821,100.0,10.0,4.0,,证券,债券,0,6,GD1
4336,106756,龙江1811,100.0,10.0,4.0,,证券,债券,0,6,LJ1
4337,106757,龙江1812,100.0,10.0,4.0,,证券,债券,0,6,LJ1
4338,106758,龙江1813,100.0,10.0,4.0,,证券,债券,0,6,LJ1
4339,106759,龙江1814,100.0,10.0,4.0,,证券,债券,0,6,LJ1
4340,106760,龙江1815,100.0,10.0,4.0,,证券,债券,0,6,LJ1
4341,106761,龙江1816,102.5,10.0,4.0,,证券,债券,0,6,LJ1
4342,106762,龙江1817,102.17630004882812,10.0,4.0,,证券,债券,0,6,LJ1
4343,106763,龙江1818,100.0,10.0,4.0,,证券,债券,0,6,LJ1
4344,106764,贵州1819,100.0,10.0,4.0,,证券,债券,0,6,GZ1
4345,106765,贵州1820,100.0,10.0,4.0,,证券,债券,0,6,GZ1
4346,106766,贵州1821,100.0,10.0,4.0,,证券,债券,0,6,GZ1
4347,106767,浙江1804,100.0,10.0,4.0,,证券,债券,0,6,ZJ1
4348,106769,浙江1806,100.0,10.0,4.0,,证券,债券,0,6,ZJ1
4349,106770,浙江1807,100.0,10.0,4.0,,证券,债券,0,6,ZJ1
4350,106771,广东1822,100.0,10.0,4.0,,证券,债券,0,6,GD1
4351,106772,广东1823,100.0,10.0,4.0,,证券,债券,0,6,GD1
4352,106773,广东1824,100.0,10.0,4.0,,证券,债券,0,6,GD1
4353,106774,广东1825,100.0,10.0,4.0,,证券,债券,0,6,GD1
4354,106775,广东1826,100.0,10.0,4.0,,证券,债券,0,6,GD1
4355,106776,广东1827,100.0,10.0,4.0,,证券,债券,0,6,GD1
4356,106777,广东1828,100.0,10.0,4.0,,证券,债券,0,6,GD1
4357,106778,广东1829,100.0,10.0,4.0,,证券,债券,0,6,GD1
4358,106779,广东1830,100.0,10.0,4.0,,证券,债券,0,6,GD1
4359,106780,广东1831,100.0,10.0,4.0,,证券,债券,0,6,GD1
4360,106781,广东1832,100.0,10.0,4.0,,证券,债券,0,6,GD1
4361,106782,广东1833,100.0,10.0,4.0,,证券,债券,0,6,GD1
4362,106783,广东1834,100.0,10.0,4.0,,证券,债券,0,6,GD1
4363,106785,海南1806,100.0,10.0,4.0,,证券,债券,0,6,HN1
4364,106786,海南1807,100.0,10.0,4.0,,证券,债券,0,6,HN1
4365,106788,海南1809,100.0,10.0,4.0,,证券,债券,0,6,HN1
4366,106792,内蒙1817,100.0,10.0,4.0,,证券,债券,0,6,NM1
4367,106793,内蒙1818,100.0,10.0,4.0,,证券,债券,0,6,NM1
4368,106794,内蒙1819,100.0,10.0,4.0,,证券,债券,0,6,NM1
4369,106795,内蒙1820,100.0,10.0,4.0,,证券,债券,0,6,NM1
4370,106797,四川1810,100.0,10.0,4.0,,证券,债券,0,6,SC1
4371,106798,四川1811,100.0,10.0,4.0,,证券,债券,0,6,SC1
4372,106799,四川1812,100.0,10.0,4.0,,证券,债券,0,6,SC1
4373,106800,四川1813,100.0,10.0,4.0,,证券,债券,0,6,SC1
4374,106801,四川1814,100.0,10.0,4.0,,证券,债券,0,6,SC1
4375,106802,四川1815,100.0,10.0,4.0,,证券,债券,0,6,SC1
4376,106803,四川1816,100.0,10.0,4.0,,证券,债券,0,6,SC1
4377,106804,四川1817,100.0,10.0,4.0,,证券,债券,0,6,SC1
4378,106806,云南1817,100.0,10.0,4.0,,证券,债券,0,6,YN1
4379,106807,云南1818,100.0,10.0,4.0,,证券,债券,0,6,YN1
4380,106809,河北1827,100.0,10.0,4.0,,证券,债券,0,6,HB1
4381,106810,河北1828,100.0,10.0,4.0,,证券,债券,0,6,HB1
4382,106811,河北1829,100.0,10.0,4.0,,证券,债券,0,6,HB1
4383,106812,河北1830,100.0,10.0,4.0,,证券,债券,0,6,HB1
4384,106813,河北1831,100.0,10.0,4.0,,证券,债券,0,6,HB1
4385,106814,河北1832,100.0,10.0,4.0,,证券,债券,0,6,HB1
4386,106815,河北1833,100.0,10.0,4.0,,证券,债券,0,6,HB1
4387,106816,河北1834,100.0,10.0,4.0,,证券,债券,0,6,HB1
4388,106817,河北1835,100.0,10.0,4.0,,证券,债券,0,6,HB1
4389,106818,河北1836,100.0,10.0,4.0,,证券,债券,0,6,HB1
4390,106820,甘肃1810,100.0,10.0,4.0,,证券,债券,0,6,GS1
4391,106821,甘肃1811,100.0,10.0,4.0,,证券,债券,0,6,GS1
4392,106822,重庆1810,100.0,10.0,4.0,,证券,债券,0,6,CQ1
4393,106823,重庆1811,100.0,10.0,4.0,,证券,债券,0,6,CQ1
4394,106824,重庆1812,100.0,10.0,4.0,,证券,债券,0,6,CQ1
4395,106826,青岛1805,100.0,10.0,4.0,,证券,债券,0,6,QD1
4396,106827,青岛1806,100.0,10.0,4.0,,证券,债券,0,6,QD1
4397,106829,新疆1820,100.0,10.0,4.0,,证券,债券,0,6,XJ1
4398,106830,广西1811,100.0,10.0,4.0,,证券,债券,0,6,GX1
4399,106831,广西1812,100.0,10.0,4.0,,证券,债券,0,6,GX1
4400,106832,广西1813,100.0,10.0,4.0,,证券,债券,0,6,GX1
4401,106833,广西1814,104.76000213623047,10.0,4.0,,证券,债券,0,6,GX1
4402,106834,青海1804,100.0,10.0,4.0,,证券,债券,0,6,QH1
4403,106835,青海1805,100.0,10.0,4.0,,证券,债券,0,6,QH1
4404,106836,青海1806,100.0,10.0,4.0,,证券,债券,0,6,QH1
4405,106837,青海1807,100.0,10.0,4.0,,证券,债券,0,6,QH1
4406,106838,青海1808,100.0,10.0,4.0,,证券,债券,0,6,QH1
4407,106839,青海1809,100.0,10.0,4.0,,证券,债券,0,6,QH1
4408,106840,安徽1809,100.0,10.0,4.0,,证券,债券,0,6,AH1
4409,106841,安徽1810,100.0,10.0,4.0,,证券,债券,0,6,AH1
4410,106842,安徽1811,100.0,10.0,4.0,,证券,债券,0,6,AH1
4411,106844,浙江1809,100.0,10.0,4.0,,证券,债券,0,6,ZJ1
4412,106845,浙江1810,100.0,10.0,4.0,,证券,债券,0,6,ZJ1
4413,106846,浙江1811,100.0,10.0,4.0,,证券,债券,0,6,ZJ1
4414,106847,湖北1808,100.0,10.0,4.0,,证券,债券,0,6,HB1
4415,106848,湖北1809,100.0,10.0,4.0,,证券,债券,0,6,HB1
4416,106849,湖北1810,100.0,10.0,4.0,,证券,债券,0,6,HB1
4417,106851,山东1811,100.0,10.0,4.0,,证券,债券,0,6,SD1
4418,106853,内蒙1821,100.0,10.0,4.0,,证券,债券,0,6,NM1
4419,106855,天津1828,100.0,10.0,4.0,,证券,债券,0,6,TJ1
4420,106857,天津1830,100.0,10.0,4.0,,证券,债券,0,6,TJ1
4421,106858,山西1811,100.0,10.0,4.0,,证券,债券,0,6,SX1
4422,106859,山西1812,100.0,10.0,4.0,,证券,债券,0,6,SX1
4423,106860,山西1813,100.0,10.0,4.0,,证券,债券,0,6,SX1
4424,106861,山西1814,100.0,10.0,4.0,,证券,债券,0,6,SX1
4425,106862,山西1815,100.0,10.0,4.0,,证券,债券,0,6,SX1
4426,106863,山西1816,100.0,10.0,4.0,,证券,债券,0,6,SX1
4427,106864,山西1817,100.0,10.0,4.0,,证券,债券,0,6,SX1
4428,106865,大连1809,100.0,10.0,4.0,,证券,债券,0,6,DL1
4429,106866,大连1810,100.0,10.0,4.0,,证券,债券,0,6,DL1
4430,106867,大连1811,100.0,10.0,4.0,,证券,债券,0,6,DL1
4431,106868,大连1812,100.0,10.0,4.0,,证券,债券,0,6,DL1
4432,106870,深圳1802,100.0,10.0,4.0,,证券,债券,0,6,SZ1
4433,106872,山东1814,100.0,10.0,4.0,,证券,债券,0,6,SD1
4434,106876,内蒙1822,100.0,10.0,4.0,,证券,债券,0,6,NM1
4435,106877,内蒙1823,100.0,10.0,4.0,,证券,债券,0,6,NM1
4436,106878,浙江1812,100.0,10.0,4.0,,证券,债券,0,6,ZJ1
4437,106879,浙江1813,100.0,10.0,4.0,,证券,债券,0,6,ZJ1
4438,106880,宁夏1807,100.0,10.0,4.0,,证券,债券,0,6,NX1
4439,106882,宁夏1809,100.0,10.0,4.0,,证券,债券,0,6,NX1
4440,106883,宁夏1810,100.0,10.0,4.0,,证券,债券,0,6,NX1
4441,106884,宁夏1811,100.0,10.0,4.0,,证券,债券,0,6,NX1
4442,106885,宁夏1812,100.0,10.0,4.0,,证券,债券,0,6,NX1
4443,106886,宁夏1813,100.0,10.0,4.0,,证券,债券,0,6,NX1
4444,106888,辽宁1816,100.0,10.0,4.0,,证券,债券,0,6,LN1
4445,106890,上海1808,100.0,10.0,4.0,,证券,债券,0,6,SH1
4446,106891,上海1809,100.0,10.0,4.0,,证券,债券,0,6,SH1
4447,106892,上海1810,100.0,10.0,4.0,,证券,债券,0,6,SH1
4448,106893,上海1811,100.0,10.0,4.0,,证券,债券,0,6,SH1
4449,106895,上海1813,100.0,10.0,4.0,,证券,债券,0,6,SH1
4450,106896,上海1814,100.0,10.0,4.0,,证券,债券,0,6,SH1
4451,106897,青海1810,100.0,10.0,4.0,,证券,债券,0,6,QH1
4452,106898,青海1811,100.0,10.0,4.0,,证券,债券,0,6,QH1
4453,106899,青海1812,100.0,10.0,4.0,,证券,债券,0,6,QH1
4454,106900,青海1813,100.0,10.0,4.0,,证券,债券,0,6,QH1
4455,106901,青海1814,100.0,10.0,4.0,,证券,债券,0,6,QH1
4456,106902,北京1805,100.0,10.0,4.0,,证券,债券,0,6,BJ1
4457,106903,北京1806,100.0,10.0,4.0,,证券,债券,0,6,BJ1
4458,106904,北京1807,100.0,10.0,4.0,,证券,债券,0,6,BJ1
4459,106905,北京1808,100.0,10.0,4.0,,证券,债券,0,6,BJ1
4460,106906,北京1809,100.0,10.0,4.0,,证券,债券,0,6,BJ1
4461,106907,贵州1822,100.0,10.0,4.0,,证券,债券,0,6,GZ1
4462,106908,贵州1823,100.0,10.0,4.0,,证券,债券,0,6,GZ1
4463,106909,江西1818,100.0,10.0,4.0,,证券,债券,0,6,JX1
4464,106910,江西1819,100.0,10.0,4.0,,证券,债券,0,6,JX1
4465,106911,甘肃1812,100.0,10.0,4.0,,证券,债券,0,6,GS1
4466,106912,甘肃1813,100.0,10.0,4.0,,证券,债券,0,6,GS1
4467,106913,四川1830,101.19999694824219,10.0,4.0,,证券,债券,0,6,SC1
4468,106914,宁波1809,100.0,10.0,4.0,,证券,债券,0,6,NB1
4469,106915,宁波1810,100.0,10.0,4.0,,证券,债券,0,6,NB1
4470,106916,宁波1811,100.0,10.0,4.0,,证券,债券,0,6,NB1
4471,106917,宁波1812,100.0,10.0,4.0,,证券,债券,0,6,NB1
4472,106918,宁波1813,100.0,10.0,4.0,,证券,债券,0,6,NB1
4473,106919,宁波1814,100.0,10.0,4.0,,证券,债券,0,6,NB1
4474,106920,宁波1815,100.0,10.0,4.0,,证券,债券,0,6,NB1
4475,106921,河北1837,100.0,10.0,4.0,,证券,债券,0,6,HB1
4476,106922,河北1838,102.29000091552734,10.0,4.0,,证券,债券,0,6,HB1
4477,106923,河北1839,100.0,10.0,4.0,,证券,债券,0,6,HB1
4478,106924,河北1840,100.0,10.0,4.0,,证券,债券,0,6,HB1
4479,106926,陕西1825,102.29000091552734,10.0,4.0,,证券,债券,0,6,SX1
4480,106927,陕西1826,100.0,10.0,4.0,,证券,债券,0,6,SX1
4481,106928,陕西1827,100.0,10.0,4.0,,证券,债券,0,6,SX1
4482,106929,陕西1828,100.0,10.0,4.0,,证券,债券,0,6,SX1
4483,106931,湖北1812,100.0,10.0,4.0,,证券,债券,0,6,HB1
4484,106932,湖北1813,100.0,10.0,4.0,,证券,债券,0,6,HB1
4485,106933,湖北1814,100.0,10.0,4.0,,证券,债券,0,6,HB1
4486,106935,四川1819,102.29000091552734,10.0,4.0,,证券,债券,0,6,SC1
4487,106936,四川1820,100.0,10.0,4.0,,证券,债券,0,6,SC1
4488,106937,四川1821,100.0,10.0,4.0,,证券,债券,0,6,SC1
4489,106938,四川1822,100.0,10.0,4.0,,证券,债券,0,6,SC1
4490,106939,四川1823,100.0,10.0,4.0,,证券,债券,0,6,SC1
4491,106940,四川1824,100.0,10.0,4.0,,证券,债券,0,6,SC1
4492,106941,四川1825,100.0,10.0,4.0,,证券,债券,0,6,SC1
4493,106942,四川1826,100.0,10.0,4.0,,证券,债券,0,6,SC1
4494,106943,四川1827,100.0,10.0,4.0,,证券,债券,0,6,SC1
4495,106944,四川1828,100.0,10.0,4.0,,证券,债券,0,6,SC1
4496,106945,四川1829,100.0,10.0,4.0,,证券,债券,0,6,SC1
4497,106946,广西1815,100.0,10.0,4.0,,证券,债券,0,6,GX1
4498,106947,广西1816,100.0,10.0,4.0,,证券,债券,0,6,GX1
4499,106948,广西1817,100.0,10.0,4.0,,证券,债券,0,6,GX1
4500,106949,广西1818,100.0,10.0,4.0,,证券,债券,0,6,GX1
4501,106950,广西1819,100.0,10.0,4.0,,证券,债券,0,6,GX1
4502,106951,海南1810,100.0,10.0,4.0,,证券,债券,0,6,HN1
4503,106953,海南1812,100.0,10.0,4.0,,证券,债券,0,6,HN1
4504,106954,福建1814,100.0,10.0,4.0,,证券,债券,0,6,FJ1
4505,106955,福建1815,100.0,10.0,4.0,,证券,债券,0,6,FJ1
4506,106956,福建1816,100.0,10.0,4.0,,证券,债券,0,6,FJ1
4507,106957,湖南1816,100.0,10.0,4.0,,证券,债券,0,6,HN1
4508,106958,湖南1817,100.0,10.0,4.0,,证券,债券,0,6,HN1
4509,106959,湖南1818,100.0,10.0,4.0,,证券,债券,0,6,HN1
4510,106960,湖南1819,102.94999694824219,10.0,4.0,,证券,债券,0,6,HN1
4511,106961,云南1819,100.0,10.0,4.0,,证券,债券,0,6,YN1
4512,106962,云南1820,100.0,10.0,4.0,,证券,债券,0,6,YN1
4513,106963,云南1821,100.0,10.0,4.0,,证券,债券,0,6,YN1
4514,106964,云南1822,100.0,10.0,4.0,,证券,债券,0,6,YN1
4515,106965,云南1823,100.0,10.0,4.0,,证券,债券,0,6,YN1
4516,106967,江苏1813,100.0,10.0,4.0,,证券,债券,0,6,JS1
4517,106968,江苏1814,100.0,10.0,4.0,,证券,债券,0,6,JS1
4518,106969,江苏1815,100.0,10.0,4.0,,证券,债券,0,6,JS1
4519,106971,广东1836,100.0,10.0,4.0,,证券,债券,0,6,GD1
4520,106972,河南1825,101.0,10.0,4.0,,证券,债券,0,6,HN1
4521,106973,河南1826,100.0,10.0,4.0,,证券,债券,0,6,HN1
4522,106975,河南1828,100.0,10.0,4.0,,证券,债券,0,6,HN1
4523,106976,河南1829,100.0,10.0,4.0,,证券,债券,0,6,HN1
4524,106977,河南1830,100.0,10.0,4.0,,证券,债券,0,6,HN1
4525,106978,河南1831,100.0,10.0,4.0,,证券,债券,0,6,HN1
4526,106979,新疆1821,100.0,10.0,4.0,,证券,债券,0,6,XJ1
4527,106980,新疆1822,100.0,10.0,4.0,,证券,债券,0,6,XJ1
4528,106981,新疆1823,100.0,10.0,4.0,,证券,债券,0,6,XJ1
4529,106982,新疆1824,100.0,10.0,4.0,,证券,债券,0,6,XJ1
4530,106983,新疆1825,100.0,10.0,4.0,,证券,债券,0,6,XJ1
4531,106985,安徽1813,100.0,10.0,4.0,,证券,债券,0,6,AH1
4532,106986,安徽1814,100.0,10.0,4.0,,证券,债券,0,6,AH1
4533,106987,安徽1815,100.0,10.0,4.0,,证券,债券,0,6,AH1
4534,106988,安徽1816,100.0,10.0,4.0,,证券,债券,0,6,AH1
4535,106989,青岛1808,100.0,10.0,4.0,,证券,债券,0,6,QD1
4536,106990,青岛1809,100.0,10.0,4.0,,证券,债券,0,6,QD1
4537,106991,青岛1810,100.0,10.0,4.0,,证券,债券,0,6,QD1
4538,106993,内蒙1825,100.0,10.0,4.0,,证券,债券,0,6,NM1
4539,106994,内蒙1826,100.0,10.0,4.0,,证券,债券,0,6,NM1
4540,106995,内蒙1827,100.0,10.0,4.0,,证券,债券,0,6,NM1
4541,106996,内蒙1828,100.0,10.0,4.0,,证券,债券,0,6,NM1
4542,106997,福建1817,100.0,10.0,4.0,,证券,债券,0,6,FJ1
4543,106998,福建1818,100.0,10.0,4.0,,证券,债券,0,6,FJ1
4544,106999,福建1819,100.0,10.0,4.0,,证券,债券,0,6,FJ1
4545,107001,青海1608,100.0,10.0,4.0,,证券,债券,0,6,QH1
4546,107004,青海16Z3,100.0,10.0,4.0,,证券,债券,0,6,QH1
4547,107005,青海16Z4,100.0,10.0,4.0,,证券,债券,0,6,QH1
4548,107008,内蒙1607,100.0,10.0,4.0,,证券,债券,0,6,NM1
