code,tradeStatus,code_name,code2,market2,market,type,kind,type2
430047,1,,bj.430047,bj,1,证券,债券,6
430090,1,,bj.430090,bj,1,证券,债券,6
430139,1,,bj.430139,bj,1,证券,债券,6
430198,1,,bj.430198,bj,1,证券,债券,6
430300,1,,bj.430300,bj,1,证券,债券,6
430418,1,,bj.430418,bj,1,证券,债券,6
430425,1,,bj.430425,bj,1,证券,债券,6
430476,1,,bj.430476,bj,1,证券,债券,6
430489,1,,bj.430489,bj,1,证券,债券,6
430510,1,,bj.430510,bj,1,证券,债券,6
430564,1,,bj.430564,bj,1,证券,债券,6
430685,1,,bj.430685,bj,1,证券,债券,6
430718,1,,bj.430718,bj,1,证券,债券,6
830799,1,,bj.830799,bj,1,指数板块,板块,0
830832,1,,bj.830832,bj,1,指数板块,板块,0
830839,1,,bj.830839,bj,1,指数板块,板块,0
830879,1,,bj.830879,bj,1,指数板块,板块,0
830946,1,,bj.830946,bj,1,指数板块,板块,0
830964,1,,bj.830964,bj,1,指数板块,板块,0
831010,1,,bj.831010,bj,1,指数板块,板块,0
831039,1,,bj.831039,bj,1,指数板块,板块,0
831087,1,,bj.831087,bj,1,指数板块,板块,0
831152,1,,bj.831152,bj,1,指数板块,板块,0
831167,1,,bj.831167,bj,1,指数板块,板块,0
831195,1,,bj.831195,bj,1,指数板块,板块,0
831278,1,,bj.831278,bj,1,指数板块,板块,0
831305,1,,bj.831305,bj,1,指数板块,板块,0
831370,1,,bj.831370,bj,1,指数板块,板块,0
831445,1,,bj.831445,bj,1,指数板块,板块,0
831526,1,,bj.831526,bj,1,指数板块,板块,0
831641,1,,bj.831641,bj,1,指数板块,板块,0
831689,1,,bj.831689,bj,1,指数板块,板块,0
831726,1,,bj.831726,bj,1,指数板块,板块,0
831768,1,,bj.831768,bj,1,指数板块,板块,0
831832,1,,bj.831832,bj,1,指数板块,板块,0
831834,1,,bj.831834,bj,1,指数板块,板块,0
831855,1,,bj.831855,bj,1,指数板块,板块,0
831856,1,,bj.831856,bj,1,指数板块,板块,0
831961,1,,bj.831961,bj,1,指数板块,板块,0
832000,1,,bj.832000,bj,1,指数板块,板块,0
832023,1,,bj.832023,bj,1,指数板块,板块,0
832089,1,,bj.832089,bj,1,指数板块,板块,0
832110,1,,bj.832110,bj,1,指数板块,板块,0
832145,1,,bj.832145,bj,1,指数板块,板块,0
832171,1,,bj.832171,bj,1,指数板块,板块,0
832225,1,,bj.832225,bj,1,指数板块,板块,0
832278,1,,bj.832278,bj,1,指数板块,板块,0
832419,1,,bj.832419,bj,1,指数板块,板块,0
832491,1,,bj.832491,bj,1,指数板块,板块,0
832566,1,,bj.832566,bj,1,指数板块,板块,0
832662,1,,bj.832662,bj,1,指数板块,板块,0
832735,1,,bj.832735,bj,1,指数板块,板块,0
832802,1,,bj.832802,bj,1,指数板块,板块,0
832876,1,,bj.832876,bj,1,指数板块,板块,0
832885,1,,bj.832885,bj,1,指数板块,板块,0
833075,1,,bj.833075,bj,1,指数板块,板块,0
833171,1,,bj.833171,bj,1,指数板块,板块,0
833230,1,,bj.833230,bj,1,指数板块,板块,0
833266,1,,bj.833266,bj,1,指数板块,板块,0
833346,1,,bj.833346,bj,1,指数板块,板块,0
833427,1,,bj.833427,bj,1,指数板块,板块,0
833429,1,,bj.833429,bj,1,指数板块,板块,0
833454,1,,bj.833454,bj,1,指数板块,板块,0
833509,1,,bj.833509,bj,1,指数板块,板块,0
833523,1,,bj.833523,bj,1,指数板块,板块,0
833533,1,,bj.833533,bj,1,指数板块,板块,0
833580,1,,bj.833580,bj,1,指数板块,板块,0
833781,1,,bj.833781,bj,1,指数板块,板块,0
833819,1,,bj.833819,bj,1,指数板块,板块,0
833873,1,,bj.833873,bj,1,指数板块,板块,0
833914,1,,bj.833914,bj,1,指数板块,板块,0
833943,1,,bj.833943,bj,1,指数板块,板块,0
834014,1,,bj.834014,bj,1,指数板块,板块,0
834021,1,,bj.834021,bj,1,指数板块,板块,0
834033,1,,bj.834033,bj,1,指数板块,板块,0
834062,1,,bj.834062,bj,1,指数板块,板块,0
834415,1,,bj.834415,bj,1,指数板块,板块,0
834475,1,,bj.834475,bj,1,指数板块,板块,0
834599,1,,bj.834599,bj,1,指数板块,板块,0
834639,1,,bj.834639,bj,1,指数板块,板块,0
834682,1,,bj.834682,bj,1,指数板块,板块,0
834765,1,,bj.834765,bj,1,指数板块,板块,0
834950,1,,bj.834950,bj,1,指数板块,板块,0
835174,1,,bj.835174,bj,1,指数板块,板块,0
835179,1,,bj.835179,bj,1,指数板块,板块,0
835184,1,,bj.835184,bj,1,指数板块,板块,0
835185,1,,bj.835185,bj,1,指数板块,板块,0
835207,1,,bj.835207,bj,1,指数板块,板块,0
835237,1,,bj.835237,bj,1,指数板块,板块,0
835305,1,,bj.835305,bj,1,指数板块,板块,0
835368,1,,bj.835368,bj,1,指数板块,板块,0
835508,1,,bj.835508,bj,1,指数板块,板块,0
835640,1,,bj.835640,bj,1,指数板块,板块,0
835670,1,,bj.835670,bj,1,指数板块,板块,0
835892,1,,bj.835892,bj,1,指数板块,板块,0
835985,1,,bj.835985,bj,1,指数板块,板块,0
836077,1,,bj.836077,bj,1,指数板块,板块,0
836149,1,,bj.836149,bj,1,指数板块,板块,0
836239,1,,bj.836239,bj,1,指数板块,板块,0
836247,1,,bj.836247,bj,1,指数板块,板块,0
836260,1,,bj.836260,bj,1,指数板块,板块,0
836263,1,,bj.836263,bj,1,指数板块,板块,0
836270,1,,bj.836270,bj,1,指数板块,板块,0
836395,1,,bj.836395,bj,1,指数板块,板块,0
836414,1,,bj.836414,bj,1,指数板块,板块,0
836433,1,,bj.836433,bj,1,指数板块,板块,0
836675,1,,bj.836675,bj,1,指数板块,板块,0
836720,1,,bj.836720,bj,1,指数板块,板块,0
836807,1,,bj.836807,bj,1,指数板块,板块,0
836826,1,,bj.836826,bj,1,指数板块,板块,0
836871,1,,bj.836871,bj,1,指数板块,板块,0
836892,1,,bj.836892,bj,1,指数板块,板块,0
836942,1,,bj.836942,bj,1,指数板块,板块,0
836957,1,,bj.836957,bj,1,指数板块,板块,0
837046,1,,bj.837046,bj,1,指数板块,板块,0
837092,1,,bj.837092,bj,1,指数板块,板块,0
837212,1,,bj.837212,bj,1,指数板块,板块,0
837242,1,,bj.837242,bj,1,指数板块,板块,0
837344,1,,bj.837344,bj,1,指数板块,板块,0
837821,1,,bj.837821,bj,1,指数板块,板块,0
838030,1,,bj.838030,bj,1,指数板块,板块,0
838163,1,,bj.838163,bj,1,指数板块,板块,0
838171,1,,bj.838171,bj,1,指数板块,板块,0
838227,1,,bj.838227,bj,1,指数板块,板块,0
838262,1,,bj.838262,bj,1,指数板块,板块,0
838275,1,,bj.838275,bj,1,指数板块,板块,0
838402,1,,bj.838402,bj,1,指数板块,板块,0
838670,1,,bj.838670,bj,1,指数板块,板块,0
838810,1,,bj.838810,bj,1,指数板块,板块,0
838924,1,,bj.838924,bj,1,指数板块,板块,0
838971,1,,bj.838971,bj,1,指数板块,板块,0
839167,1,,bj.839167,bj,1,指数板块,板块,0
839371,1,,bj.839371,bj,1,指数板块,板块,0
839680,1,,bj.839680,bj,1,指数板块,板块,0
839725,1,,bj.839725,bj,1,指数板块,板块,0
839729,1,,bj.839729,bj,1,指数板块,板块,0
839790,1,,bj.839790,bj,1,指数板块,板块,0
839946,1,,bj.839946,bj,1,指数板块,板块,0
870199,1,,bj.870199,bj,1,指数板块,板块,0
870204,1,,bj.870204,bj,1,指数板块,板块,0
870299,1,,bj.870299,bj,1,指数板块,板块,0
870357,1,,bj.870357,bj,1,指数板块,板块,0
870436,1,,bj.870436,bj,1,指数板块,板块,0
870508,1,,bj.870508,bj,1,指数板块,板块,0
870866,1,,bj.870866,bj,1,指数板块,板块,0
871245,1,,bj.871245,bj,1,指数板块,板块,0
871396,1,,bj.871396,bj,1,指数板块,板块,0
871553,1,,bj.871553,bj,1,指数板块,板块,0
871634,1,,bj.871634,bj,1,指数板块,板块,0
871642,1,,bj.871642,bj,1,指数板块,板块,0
871753,1,,bj.871753,bj,1,指数板块,板块,0
871857,1,,bj.871857,bj,1,指数板块,板块,0
871970,1,,bj.871970,bj,1,指数板块,板块,0
871981,1,,bj.871981,bj,1,指数板块,板块,0
872190,1,,bj.872190,bj,1,指数板块,板块,0
872351,1,,bj.872351,bj,1,指数板块,板块,0
872374,1,,bj.872374,bj,1,指数板块,板块,0
872392,1,,bj.872392,bj,1,指数板块,板块,0
872808,1,,bj.872808,bj,1,指数板块,板块,0
872925,1,,bj.872925,bj,1,指数板块,板块,0
873001,1,,bj.873001,bj,1,指数板块,板块,0
873122,1,,bj.873122,bj,1,指数板块,板块,0
873152,1,,bj.873152,bj,1,指数板块,板块,0
873167,1,,bj.873167,bj,1,指数板块,板块,0
873169,1,,bj.873169,bj,1,指数板块,板块,0
873223,1,,bj.873223,bj,1,指数板块,板块,0
873305,1,,bj.873305,bj,1,指数板块,板块,0
873339,1,,bj.873339,bj,1,指数板块,板块,0
873527,1,,bj.873527,bj,1,指数板块,板块,0
000001,1,上证综合指数,sh.000001,sh,1,指数板块,指数,0
000002,1,上证A股指数,sh.000002,sh,1,指数板块,指数,0
000003,1,上证B股指数,sh.000003,sh,1,指数板块,指数,0
000004,1,上证工业类指数,sh.000004,sh,1,指数板块,指数,0
000005,1,上证商业类指数,sh.000005,sh,1,指数板块,指数,0
000006,1,上证房地产指数,sh.000006,sh,1,指数板块,指数,0
000007,1,上证公用事业指数,sh.000007,sh,1,指数板块,指数,0
000008,1,上证综合业类指数,sh.000008,sh,1,指数板块,指数,0
000009,1,上证380,sh.000009,sh,1,指数板块,指数,0
000010,1,上证180指数,sh.000010,sh,1,指数板块,指数,0
000011,1,上证基金指数,sh.000011,sh,1,指数板块,指数,0
000012,1,上证国债指数,sh.000012,sh,1,指数板块,指数,0
000013,1,上证企业债指数,sh.000013,sh,1,指数板块,指数,0
000015,1,上证红利指数,sh.000015,sh,1,指数板块,指数,0
000016,1,上证50指数,sh.000016,sh,1,指数板块,指数,0
000017,1,新上证综指,sh.000017,sh,1,指数板块,指数,0
000018,1,上证180金融股指数,sh.000018,sh,1,指数板块,指数,0
000019,1,上证公司治理指数,sh.000019,sh,1,指数板块,指数,0
000020,1,上证中型企业综合指数,sh.000020,sh,1,指数板块,指数,0
000021,1,上证180公司治理指数,sh.000021,sh,1,指数板块,指数,0
000022,1,沪公司债,sh.000022,sh,1,指数板块,指数,0
000025,1,上证180基建指数,sh.000025,sh,1,指数板块,指数,0
000026,1,上证180资源指数,sh.000026,sh,1,指数板块,指数,0
000027,1,上证180交通运输指数,sh.000027,sh,1,指数板块,指数,0
000028,1,上证180成长指数,sh.000028,sh,1,指数板块,指数,0
000029,1,上证180价值指数,sh.000029,sh,1,指数板块,指数,0
000030,1,上证180相对成长指数,sh.000030,sh,1,指数板块,指数,0
000031,1,上证180相对价值指数,sh.000031,sh,1,指数板块,指数,0
000032,1,上证能源行业指数,sh.000032,sh,1,指数板块,指数,0
000033,1,上证原材料行业指数,sh.000033,sh,1,指数板块,指数,0
000034,1,上证工业行业指数,sh.000034,sh,1,指数板块,指数,0
000035,1,上证可选消费行业指数,sh.000035,sh,1,指数板块,指数,0
000036,1,上证主要消费行业指数,sh.000036,sh,1,指数板块,指数,0
000037,1,上证医药卫生行业指数,sh.000037,sh,1,指数板块,指数,0
000038,1,上证金融地产行业指数,sh.000038,sh,1,指数板块,指数,0
000039,1,上证信息技术行业指数,sh.000039,sh,1,指数板块,指数,0
000040,1,上证电信业务行业指数,sh.000040,sh,1,指数板块,指数,0
000041,1,上证公用事业行业指数,sh.000041,sh,1,指数板块,指数,0
000042,1,上证中央企业50指数,sh.000042,sh,1,指数板块,指数,0
000043,1,上证超级大盘指数,sh.000043,sh,1,指数板块,指数,0
000044,1,上证中盘,sh.000044,sh,1,指数板块,指数,0
000045,1,上证小盘,sh.000045,sh,1,指数板块,指数,0
000046,1,上证中小,sh.000046,sh,1,指数板块,指数,0
000047,1,上证全指,sh.000047,sh,1,指数板块,指数,0
000048,1,责任指数,sh.000048,sh,1,指数板块,指数,0
000049,1,上证民企,sh.000049,sh,1,指数板块,指数,0
000050,1,50等权,sh.000050,sh,1,指数板块,指数,0
000051,1,180等权,sh.000051,sh,1,指数板块,指数,0
000052,1,50基本,sh.000052,sh,1,指数板块,指数,0
000053,1,180基本,sh.000053,sh,1,指数板块,指数,0
000054,1,上证海外,sh.000054,sh,1,指数板块,指数,0
000056,1,上证国企,sh.000056,sh,1,指数板块,指数,0
000057,1,全指成长,sh.000057,sh,1,指数板块,指数,0
000058,1,全指价值,sh.000058,sh,1,指数板块,指数,0
000059,1,全R成长,sh.000059,sh,1,指数板块,指数,0
000060,1,全R价值,sh.000060,sh,1,指数板块,指数,0
000061,1,沪企债30,sh.000061,sh,1,指数板块,指数,0
000062,1,上证沪企,sh.000062,sh,1,指数板块,指数,0
000063,1,上证周期,sh.000063,sh,1,指数板块,指数,0
000064,1,非周期,sh.000064,sh,1,指数板块,指数,0
000065,1,上证龙头,sh.000065,sh,1,指数板块,指数,0
000066,1,上证商品,sh.000066,sh,1,指数板块,指数,0
000067,1,上证新兴,sh.000067,sh,1,指数板块,指数,0
000068,1,上证资源,sh.000068,sh,1,指数板块,指数,0
000069,1,消费80,sh.000069,sh,1,指数板块,指数,0
000070,1,能源等权,sh.000070,sh,1,指数板块,指数,0
000071,1,材料等权,sh.000071,sh,1,指数板块,指数,0
000072,1,工业等权,sh.000072,sh,1,指数板块,指数,0
000073,1,可选等权,sh.000073,sh,1,指数板块,指数,0
000074,1,消费等权,sh.000074,sh,1,指数板块,指数,0
000075,1,医药等权,sh.000075,sh,1,指数板块,指数,0
000076,1,金融等权,sh.000076,sh,1,指数板块,指数,0
000077,1,信息等权,sh.000077,sh,1,指数板块,指数,0
000078,1,电信等权,sh.000078,sh,1,指数板块,指数,0
000079,1,公用等权,sh.000079,sh,1,指数板块,指数,0
000090,1,上证流通,sh.000090,sh,1,指数板块,指数,0
000091,1,沪财中小,sh.000091,sh,1,指数板块,指数,0
000092,1,资源50,sh.000092,sh,1,指数板块,指数,0
000093,1,180分层,sh.000093,sh,1,指数板块,指数,0
000094,1,上证上游,sh.000094,sh,1,指数板块,指数,0
000095,1,上证中游,sh.000095,sh,1,指数板块,指数,0
000096,1,上证下游,sh.000096,sh,1,指数板块,指数,0
000097,1,高端装备,sh.000097,sh,1,指数板块,指数,0
000098,1,上证F200,sh.000098,sh,1,指数板块,指数,0
000099,1,上证F300,sh.000099,sh,1,指数板块,指数,0
000100,1,上证F500,sh.000100,sh,1,指数板块,指数,0
000101,1,上证5年期信用债指数,sh.000101,sh,1,指数板块,指数,0
000102,1,沪投资品,sh.000102,sh,1,指数板块,指数,0
000103,1,沪消费品,sh.000103,sh,1,指数板块,指数,0
000104,1,380能源,sh.000104,sh,1,指数板块,指数,0
000105,1,380材料,sh.000105,sh,1,指数板块,指数,0
000106,1,380工业,sh.000106,sh,1,指数板块,指数,0
000107,1,380可选,sh.000107,sh,1,指数板块,指数,0
000108,1,380消费,sh.000108,sh,1,指数板块,指数,0
000109,1,380医药,sh.000109,sh,1,指数板块,指数,0
000110,1,380金融,sh.000110,sh,1,指数板块,指数,0
000111,1,380信息,sh.000111,sh,1,指数板块,指数,0
000112,1,380电信,sh.000112,sh,1,指数板块,指数,0
000113,1,380公用,sh.000113,sh,1,指数板块,指数,0
000114,1,持续产业,sh.000114,sh,1,指数板块,指数,0
000115,1,380等权,sh.000115,sh,1,指数板块,指数,0
000116,1,上证信用债100指数,sh.000116,sh,1,指数板块,指数,0
000117,1,380成长,sh.000117,sh,1,指数板块,指数,0
000118,1,380价值,sh.000118,sh,1,指数板块,指数,0
000119,1,380R成长,sh.000119,sh,1,指数板块,指数,0
000120,1,380R价值,sh.000120,sh,1,指数板块,指数,0
000121,1,医药主题,sh.000121,sh,1,指数板块,指数,0
000122,1,上证农业主题指数,sh.000122,sh,1,指数板块,指数,0
000123,1,上证180动态指数,sh.000123,sh,1,指数板块,指数,0
000125,1,上证180稳定指数,sh.000125,sh,1,指数板块,指数,0
000126,1,消费50,sh.000126,sh,1,指数板块,指数,0
000128,1,380基本,sh.000128,sh,1,指数板块,指数,0
000129,1,180波动,sh.000129,sh,1,指数板块,指数,0
000130,1,380波动,sh.000130,sh,1,指数板块,指数,0
000131,1,上证高新,sh.000131,sh,1,指数板块,指数,0
000132,1,上证100,sh.000132,sh,1,指数板块,指数,0
000133,1,上证150,sh.000133,sh,1,指数板块,指数,0
000134,1,上证银行股指数,sh.000134,sh,1,指数板块,指数,0
000135,1,上证180高贝塔指数,sh.000135,sh,1,指数板块,指数,0
000136,1,上证180低贝塔指数,sh.000136,sh,1,指数板块,指数,0
000137,1,上证380高贝塔指数,sh.000137,sh,1,指数板块,指数,0
000138,1,上证380低贝塔指数,sh.000138,sh,1,指数板块,指数,0
000139,1,上证可转换债券指数,sh.000139,sh,1,指数板块,指数,0
000141,1,上证380动态指数,sh.000141,sh,1,指数板块,指数,0
000142,1,上证380稳定指数,sh.000142,sh,1,指数板块,指数,0
000145,1,上证优势资源产业指数,sh.000145,sh,1,指数板块,指数,0
000146,1,上证优势制造产业指数,sh.000146,sh,1,指数板块,指数,0
000147,1,上证优势消费产业指数,sh.000147,sh,1,指数板块,指数,0
000148,1,上证消费服务领先指数,sh.000148,sh,1,指数板块,指数,0
000149,1,上证180红利指数,sh.000149,sh,1,指数板块,指数,0
000150,1,上证380红利指数,sh.000150,sh,1,指数板块,指数,0
000151,1,上证国有企业红利指数,sh.000151,sh,1,指数板块,指数,0
000152,1,上证中央企业红利指数,sh.000152,sh,1,指数板块,指数,0
000153,1,上证民营企业红利指数,sh.000153,sh,1,指数板块,指数,0
000155,1,上证市值百强指数,sh.000155,sh,1,指数板块,指数,0
000158,1,上证环保产业指数,sh.000158,sh,1,指数板块,指数,0
000159,1,上证沪股通指数,sh.000159,sh,1,指数板块,指数,0
000160,1,上证一带一路主题指数,sh.000160,sh,1,指数板块,指数,0
000161,1,上证中国制造主题指数,sh.000161,sh,1,指数板块,指数,0
000162,1,上证互联网+主题指数,sh.000162,sh,1,指数板块,指数,0
000300,1,沪深300指数,sh.000300,sh,1,指数板块,指数,0
000802,1,500沪市,sh.000802,sh,1,指数板块,指数,0
000805,1,A股资源,sh.000805,sh,1,指数板块,指数,0
000806,1,消费服务,sh.000806,sh,1,指数板块,指数,0
000807,1,食品饮料,sh.000807,sh,1,指数板块,指数,0
000808,1,医药生物,sh.000808,sh,1,指数板块,指数,0
000814,1,细分医药,sh.000814,sh,1,指数板块,指数,0
000816,1,细分地产,sh.000816,sh,1,指数板块,指数,0
000819,1,有色金属,sh.000819,sh,1,指数板块,指数,0
000823,1,中证800有色,sh.000823,sh,1,指数板块,指数,0
000827,1,中证环保产业指数,sh.000827,sh,1,指数板块,指数,0
000828,1,沪深300高贝塔指数,sh.000828,sh,1,指数板块,指数,0
000832,1,中证可转换债券指数,sh.000832,sh,1,指数板块,指数,0
000846,1,中证财通中国可持续发展100(ECPIESG)指数,sh.000846,sh,1,指数板块,指数,0
000847,1,中证腾讯济安价值100A股指数,sh.000847,sh,1,指数板块,指数,0
000849,1,沪深300非银行金融指数,sh.000849,sh,1,指数板块,指数,0
000851,1,百发100指数,sh.000851,sh,1,指数板块,指数,0
000852,1,中证1000指数,sh.000852,sh,1,指数板块,指数,0
000853,1,中证申万一带一路主题投资指数,sh.000853,sh,1,指数板块,指数,0
000854,1,中证500原材料指数,sh.000854,sh,1,指数板块,指数,0
000855,1,央视财经500指数,sh.000855,sh,1,指数板块,指数,0
000856,1,中证500工业指数,sh.000856,sh,1,指数板块,指数,0
000857,1,中证500医药卫生指数,sh.000857,sh,1,指数板块,指数,0
000858,1,中证500信息技术指数,sh.000858,sh,1,指数板块,指数,0
000901,1,中证南方小康产业指数,sh.000901,sh,1,指数板块,指数,0
000903,1,中证100指数,sh.000903,sh,1,指数板块,指数,0
000904,1,中证200指数,sh.000904,sh,1,指数板块,指数,0
000905,1,中证500指数,sh.000905,sh,1,指数板块,指数,0
000906,1,中证800指数,sh.000906,sh,1,指数板块,指数,0
000908,1,沪深300能源(一级行业)指数,sh.000908,sh,1,指数板块,指数,0
000909,1,沪深300原材料(一级行业)指数,sh.000909,sh,1,指数板块,指数,0
000910,1,沪深300工业指数,sh.000910,sh,1,指数板块,指数,0
000911,1,沪深300可选消费指数,sh.000911,sh,1,指数板块,指数,0
000912,1,沪深300主要消费指数,sh.000912,sh,1,指数板块,指数,0
000913,1,沪深300医药卫生指数,sh.000913,sh,1,指数板块,指数,0
000914,1,沪深300金融地产指数,sh.000914,sh,1,指数板块,指数,0
000917,1,沪深300公用事业(一级行业)指数,sh.000917,sh,1,指数板块,指数,0
000918,1,沪深300成长指数,sh.000918,sh,1,指数板块,指数,0
000919,1,沪深300价值指数,sh.000919,sh,1,指数板块,指数,0
000922,1,中证红利指数,sh.000922,sh,1,指数板块,指数,0
000925,1,中证锐联基本面50指数,sh.000925,sh,1,指数板块,指数,0
000928,1,中证能源指数,sh.000928,sh,1,指数板块,指数,0
000931,1,中证可选消费指数,sh.000931,sh,1,指数板块,指数,0
000932,1,中证主要消费指数,sh.000932,sh,1,指数板块,指数,0
000933,1,中证医药卫生指数,sh.000933,sh,1,指数板块,指数,0
000934,1,中证金融地产指数,sh.000934,sh,1,指数板块,指数,0
000935,1,中证信息技术指数,sh.000935,sh,1,指数板块,指数,0
000940,1,中证财富大盘指数,sh.000940,sh,1,指数板块,指数,0
000944,1,中证内地资源主题指数,sh.000944,sh,1,指数板块,指数,0
000950,1,沪深300基建主题指数,sh.000950,sh,1,指数板块,指数,0
000951,1,沪深300银行指数,sh.000951,sh,1,指数板块,指数,0
000952,1,沪深300地产指数,sh.000952,sh,1,指数板块,指数,0
000957,1,沪深300运输指数,sh.000957,sh,1,指数板块,指数,0
000958,1,中证创业成长指数,sh.000958,sh,1,指数板块,指数,0
000959,1,银河99,sh.000959,sh,1,指数板块,指数,0
000961,1,中证上游资源产业指数,sh.000961,sh,1,指数板块,指数,0
000963,1,中证下游消费与服务产业指数,sh.000963,sh,1,指数板块,指数,0
000964,1,中证新兴产业指数,sh.000964,sh,1,指数板块,指数,0
000966,1,中证锐联基本面400指数,sh.000966,sh,1,指数板块,指数,0
000969,1,沪深300非周期行业指数,sh.000969,sh,1,指数板块,指数,0
000971,1,等权90,sh.000971,sh,1,指数板块,指数,0
000974,1,中证800金融,sh.000974,sh,1,指数板块,指数,0
000975,1,中证钱江30指数,sh.000975,sh,1,指数板块,指数,0
000977,1,中证内地低碳经济主题指数,sh.000977,sh,1,指数板块,指数,0
000978,1,中证医药100指数,sh.000978,sh,1,指数板块,指数,0
000979,1,中证大宗商品股票指数,sh.000979,sh,1,指数板块,指数,0
000982,1,中证500等权重指数,sh.000982,sh,1,指数板块,指数,0
000984,1,沪深300等权重指数,sh.000984,sh,1,指数板块,指数,0
000986,1,全指能源,sh.000986,sh,1,指数板块,指数,0
000987,1,全指材料,sh.000987,sh,1,指数板块,指数,0
000989,1,全指可选,sh.000989,sh,1,指数板块,指数,0
000990,1,全指消费,sh.000990,sh,1,指数板块,指数,0
000991,1,全指医药,sh.000991,sh,1,指数板块,指数,0
000992,1,全指金融,sh.000992,sh,1,指数板块,指数,0
000993,1,全指信息,sh.000993,sh,1,指数板块,指数,0
000998,1,中证TMT产业主题指数,sh.000998,sh,1,指数板块,指数,0
600000,1,浦发银行,sh.600000,sh,1,证券,A股股票,1
600004,1,白云机场,sh.600004,sh,1,证券,A股股票,1
600006,1,东风汽车,sh.600006,sh,1,证券,A股股票,1
600007,1,中国国贸,sh.600007,sh,1,证券,A股股票,1
600008,1,首创环保,sh.600008,sh,1,证券,A股股票,1
600009,1,上海机场,sh.600009,sh,1,证券,A股股票,1
600010,1,包钢股份,sh.600010,sh,1,证券,A股股票,1
600011,1,华能国际,sh.600011,sh,1,证券,A股股票,1
600012,1,皖通高速,sh.600012,sh,1,证券,A股股票,1
600015,1,华夏银行,sh.600015,sh,1,证券,A股股票,1
600016,1,民生银行,sh.600016,sh,1,证券,A股股票,1
600017,1,日照港,sh.600017,sh,1,证券,A股股票,1
600018,1,上港集团,sh.600018,sh,1,证券,A股股票,1
600019,1,宝钢股份,sh.600019,sh,1,证券,A股股票,1
600020,1,中原高速,sh.600020,sh,1,证券,A股股票,1
600021,1,上海电力,sh.600021,sh,1,证券,A股股票,1
600022,1,山东钢铁,sh.600022,sh,1,证券,A股股票,1
600023,1,浙能电力,sh.600023,sh,1,证券,A股股票,1
600025,1,华能水电,sh.600025,sh,1,证券,A股股票,1
600026,1,中远海能,sh.600026,sh,1,证券,A股股票,1
600027,1,华电国际,sh.600027,sh,1,证券,A股股票,1
600028,1,中国石化,sh.600028,sh,1,证券,A股股票,1
600029,1,南方航空,sh.600029,sh,1,证券,A股股票,1
600030,1,中信证券,sh.600030,sh,1,证券,A股股票,1
600031,1,三一重工,sh.600031,sh,1,证券,A股股票,1
600032,1,浙江新能,sh.600032,sh,1,证券,A股股票,1
600033,1,福建高速,sh.600033,sh,1,证券,A股股票,1
600035,1,楚天高速,sh.600035,sh,1,证券,A股股票,1
600036,1,招商银行,sh.600036,sh,1,证券,A股股票,1
600037,1,歌华有线,sh.600037,sh,1,证券,A股股票,1
600038,1,中直股份,sh.600038,sh,1,证券,A股股票,1
600039,1,四川路桥,sh.600039,sh,1,证券,A股股票,1
600048,1,保利发展,sh.600048,sh,1,证券,A股股票,1
600050,1,中国联通,sh.600050,sh,1,证券,A股股票,1
600051,1,宁波联合,sh.600051,sh,1,证券,A股股票,1
600052,1,东望时代,sh.600052,sh,1,证券,A股股票,1
600053,1,九鼎投资,sh.600053,sh,1,证券,A股股票,1
600054,1,黄山旅游,sh.600054,sh,1,证券,A股股票,1
600055,1,万东医疗,sh.600055,sh,1,证券,A股股票,1
600056,1,中国医药,sh.600056,sh,1,证券,A股股票,1
600057,1,厦门象屿,sh.600057,sh,1,证券,A股股票,1
600058,1,五矿发展,sh.600058,sh,1,证券,A股股票,1
600059,1,古越龙山,sh.600059,sh,1,证券,A股股票,1
600060,1,海信视像,sh.600060,sh,1,证券,A股股票,1
600061,1,国投资本,sh.600061,sh,1,证券,A股股票,1
600062,1,华润双鹤,sh.600062,sh,1,证券,A股股票,1
600063,1,皖维高新,sh.600063,sh,1,证券,A股股票,1
600064,1,南京高科,sh.600064,sh,1,证券,A股股票,1
600066,1,宇通客车,sh.600066,sh,1,证券,A股股票,1
600067,1,冠城大通,sh.600067,sh,1,证券,A股股票,1
600070,1,浙江富润,sh.600070,sh,1,证券,A股股票,1
600071,1,凤凰光学,sh.600071,sh,1,证券,A股股票,1
600072,1,中船科技,sh.600072,sh,1,证券,A股股票,1
600073,1,上海梅林,sh.600073,sh,1,证券,A股股票,1
600075,1,新疆天业,sh.600075,sh,1,证券,A股股票,1
600076,1,康欣新材,sh.600076,sh,1,证券,A股股票,1
600077,1,宋都股份,sh.600077,sh,1,证券,A股股票,1
600078,1,ST澄星,sh.600078,sh,1,证券,A股股票,1
600079,1,人福医药,sh.600079,sh,1,证券,A股股票,1
600080,1,金花股份,sh.600080,sh,1,证券,A股股票,1
600081,1,东风科技,sh.600081,sh,1,证券,A股股票,1
600082,1,海泰发展,sh.600082,sh,1,证券,A股股票,1
600083,1,博信股份,sh.600083,sh,1,证券,A股股票,1
600084,1,中葡股份,sh.600084,sh,1,证券,A股股票,1
600085,1,同仁堂,sh.600085,sh,1,证券,A股股票,1
600088,1,中视传媒,sh.600088,sh,1,证券,A股股票,1
600089,1,特变电工,sh.600089,sh,1,证券,A股股票,1
600094,1,大名城,sh.600094,sh,1,证券,A股股票,1
